"","JOURNAL","YEAR","VOLUME","ISSUE","editor_id","FIRST_NAME","MIDDLE_NAME","LAST_NAME","TITLE","CATEGORY","INST","UNIT","CITY","STATE","COUNTRY","COUNTRY_Prior_Class","geo.code","geo.code_Prior_Class","GENDER","NOTES"
"68","OIKOS",2014,123,1,"3523","Timothy",NA,"Cavagnaro","Subject.Editor","SE",NA,NA,NA,NA,"Australia",NA,"AUS",NA,NA,NA
"69","OIKOS",2008,117,1,"3550","Tadashi",NA,"Fukami","Subject.Editor","SE",NA,NA,"Honolulu","HI","USA",NA,"USA",NA,NA,NA
"70","OIKOS",2009,118,1,"3581","Tiffany",NA,"Knight","Subject.Editor","SE",NA,NA,"Saint Louis","MO","USA",NA,"USA",NA,NA,NA
"71","OIKOS",2009,118,1,"3649","Thomas",NA,"Valone","Subject.Editor","SE",NA,NA,"Saint Louis","MO","USA",NA,"USA",NA,NA,NA
"72","OIKOS",2010,119,1,"3659","Thorsten",NA,"Wiegand","Subject.Editor","SE",NA,NA,"Leipzig",NA,"Germany",NA,"DEU",NA,NA,NA
"73","OIKOS",2009,118,1,"3665","Ulrich",NA,"Brose","Subject.Editor","SE",NA,NA,"Darmstadt",NA,"Germany",NA,"DEU",NA,NA,NA
"74","OIKOS",2005,108,1,"3688","Veijo",NA,"Kaitala","Subject.Editor","SE",NA,NA,"Helsinki",NA,"Finland",NA,"FIN",NA,NA,NA
"75","OIKOS",2013,122,1,"3776","Wendt",NA,"Muller","Subject.Editor","SE",NA,NA,NA,NA,"Belgium",NA,"BEL",NA,NA,NA
"76","OIKOS",2012,121,1,"3813","Werner",NA,"Ulrich","Subject.Editor","SE",NA,NA,NA,NA,"Poland",NA,"POL",NA,NA,NA
"77","OIKOS",2009,118,1,"3814","Wim",NA,"Vanderputten","Subject.Editor","SE",NA,NA,"Heteren",NA,"Netherlands",NA,"NLD",NA,NA,NA
"78","OIKOS",2012,121,1,"3870","Dustin",NA,"Marshall","Deputy.EIC","EIC",NA,NA,"Queensland",NA,"Australia",NA,"AUS",NA,NA,NA
"79","OIKOS",2009,118,1,"3888","Jeremy","W","Fox","Subject.Editor","SE",NA,NA,"Calgary","Alberta","Canada",NA,"CAN",NA,NA,NA
"80","OIKOS",2012,121,1,"3901","Jonathan","W","Moore","Subject.Editor","SE",NA,NA,NA,NA,"USA",NA,"USA",NA,NA,NA
"81","OIKOS",2012,121,1,"3910","Justin",NA,"Travis","Subject.Editor","SE",NA,NA,"Aberdeen",NA,"United Kingdom",NA,"GBR",NA,NA,NA
"82","OIKOS",2013,122,1,"3916","Lars-Anders",NA,"Hansson","Subject.Editor","SE",NA,NA,NA,NA,"Sweden",NA,"SWE",NA,NA,NA
"83","OIKOS",2012,121,1,"3946","Tom",NA,"Webb","Subject.Editor","SE",NA,NA,NA,NA,"United Kingdom",NA,"GBR",NA,NA,NA
"84","OIKOS",2008,117,1,"405","Christer",NA,"Bronmark","Subject.Editor","SE",NA,NA,"Lund",NA,"Sweden",NA,"SWE",NA,NA,NA
"85","OIKOS",2007,116,1,"514","Chris",NA,"Lortie","Subject.Editor","SE",NA,NA,"Vancouver",NA,"Canada",NA,"CAN",NA,NA,NA
"86","OIKOS",2013,122,1,"519","Carlos",NA,"Malian","Subject.Editor","SE",NA,NA,NA,NA,"Switzerland",NA,"CHE",NA,NA,NA
"87","OIKOS",1986,46,1,"538","C","Overgaard","Nielsen","Editorial.Board","SE",NA,NA,"Copenhagen",NA,"Denmark",NA,"DNK",NA,NA,NA
"88","OIKOS",2005,108,1,"54","Andre","M","Deroos","Subject.Editor","SE",NA,NA,"Amsterdam",NA,"Netherlands",NA,"NLD",NA,NA,NA
"89","OIKOS",2013,122,1,"564","Carry","Le","Roy","Subject.Editor","SE",NA,NA,NA,NA,"USA",NA,"USA",NA,NA,NA
"90","OIKOS",2013,122,1,"575","Christopher",NA,"Swan","Subject.Editor","SE",NA,NA,NA,NA,"USA",NA,"USA",NA,NA,NA
"91","OIKOS",2013,122,1,"632","Dries",NA,"Bonte","Acting.Director.In.Chief","EIC",NA,NA,NA,NA,"Belgium",NA,"BEL",NA,NA,NA
"92","OIKOS",2012,121,1,"646","David",NA,"Chalcraft","Subject.Editor","SE",NA,NA,NA,NA,"USA",NA,"USA",NA,NA,NA
"93","OIKOS",2012,121,1,"713","Daniel",NA,"Gruner","Subject.Editor","SE",NA,NA,"College Park","MD","USA",NA,"USA",NA,NA,NA
"94","OIKOS",2005,108,1,"720","Dag","O","Hessen","Subject.Editor","SE",NA,NA,"Oslo",NA,"Norway",NA,"NOR",NA,NA,NA
"95","OIKOS",2012,121,1,"838","Daniel",NA,"Reuman","Subject.Editor","SE",NA,NA,NA,NA,"United Kingdom",NA,"GBR",NA,NA,NA
"96","OIKOS",2009,118,1,"898","Diego",NA,"Vazquez","Subject.Editor","SE",NA,NA,"Mendoza",NA,"Argentina",NA,"ARG",NA,NA,NA
"97","OIKOS",2009,118,1,"942","Enrique",NA,"Chaneton","Subject.Editor","SE",NA,NA,"Buenos Aires",NA,"Argentina",NA,"ARG",NA,NA,NA
"98","OIKOS",1986,46,1,"954","E",NA,"Dahl","Editorial.Board","SE",NA,NA,"As-NLH",NA,"Norway",NA,"NOR",NA,NA,NA
"99","OIKOS",1986,46,1,"977","E",NA,"Haukioja","Editorial.Board","SE",NA,NA,"Turku",NA,"Finland",NA,"FIN",NA,NA,NA
