"","JOURNAL","YEAR","editor_id","FIRST_NAME","MIDDLE_NAME","LAST_NAME","INST","UNIT","CITY","STATE","COUNTRY","NOTES","X"
"57","JAPE",1989,"629","David","E","Bignell",NA,NA,NA,NA,"United Kingdom",NA,NA
"58","JAPE",1990,"629","David","E","Bignell",NA,NA,NA,NA,"United Kingdom",NA,NA
"59","JAPE",1991,"629","David","E","Bignell",NA,NA,NA,NA,"United Kingdom",NA,NA
"60","JAPE",1992,"629","David","E","Bignell",NA,NA,"London",NA,"United Kingdom",NA,NA
"61","JAPE",1993,"629","David","E","Bignell",NA,NA,NA,NA,"United Kingdom",NA,NA
"62","JAPE",1994,"629","David","E","Bignell",NA,NA,NA,NA,"United Kingdom",NA,NA
"63","JAPE",1995,"629","David","E","Bignell",NA,NA,NA,NA,"United Kingdom",NA,NA
"64","JAPE",2013,"1470","Julia",NA,"Blanchard","","",NA,NA,"",NA,""
"65","JAPE",2014,"1470","Julia",NA,"Blanchard",NA,NA,NA,NA,"United Kingdom",NA,NA
"66","JAPE",2015,"1470","Julia",NA,"Blanchard",NA,NA,NA,NA,"United Kingdom",NA,NA
"67","JAPE",1985,"3714","William","C","Block",NA,NA,NA,NA,"United Kingdom",NA,NA
"68","JAPE",1986,"3714","William","C","Block",NA,NA,NA,NA,"United Kingdom",NA,NA
"69","JAPE",1987,"3714","William","C","Block",NA,NA,NA,NA,"United Kingdom",NA,NA
"70","JAPE",1988,"3714","William","C","Block",NA,NA,NA,NA,"United Kingdom",NA,NA
"71","JAPE",1989,"3714","William","C","Block",NA,NA,NA,NA,"United Kingdom",NA,NA
"72","JAPE",2012,"2303","Michael",NA,"Bode","University of Melbourne",NA,NA,NA,"Australia",NA,NA
"73","JAPE",2013,"2303","Michael",NA,"Bode",NA,NA,NA,NA,"Australia",NA,NA
"74","JAPE",2014,"2303","Michael",NA,"Bode",NA,NA,NA,NA,"Australia",NA,NA
"75","JAPE",1986,"2629","Nigel",NA,"Bonner",NA,NA,NA,NA,"United Kingdom",NA,NA
"76","JAPE",1987,"2629","Nigel",NA,"Bonner",NA,NA,NA,NA,"United Kingdom",NA,NA
"77","JAPE",1988,"2629","Nigel",NA,"Bonner",NA,NA,NA,NA,"United Kingdom",NA,NA
"78","JAPE",1989,"2629","Nigel",NA,"Bonner",NA,NA,NA,NA,"United Kingdom",NA,NA
"79","JAPE",1990,"2629","Nigel",NA,"Bonner",NA,NA,NA,NA,"United Kingdom",NA,NA
"80","JAPE",1991,"2629","Nigel",NA,"Bonner",NA,NA,NA,NA,"United Kingdom",NA,NA
"81","JAPE",1992,"2629","Nigel",NA,"Bonner",NA,NA,"Cambridge",NA,"United Kingdom",NA,NA
"82","JAPE",1993,"2629","Nigel",NA,"Bonner",NA,NA,NA,NA,"United Kingdom",NA,NA
"83","JAPE",1994,"2629","Nigel",NA,"Bonner",NA,NA,NA,NA,"United Kingdom",NA,NA
"84","JAPE",1995,"2629","Nigel",NA,"Bonner",NA,NA,NA,NA,"United Kingdom",NA,NA
"85","JAPE",1985,"24","Anthony","David","Bradshaw",NA,NA,NA,NA,"United Kingdom",NA,NA
"86","JAPE",1986,"24","Anthony","David","Bradshaw",NA,NA,NA,NA,"United Kingdom",NA,NA
"87","JAPE",1987,"24","Anthony","David","Bradshaw",NA,NA,NA,NA,"United Kingdom",NA,NA
"88","JAPE",1988,"24","Anthony","David","Bradshaw",NA,NA,NA,NA,"United Kingdom",NA,NA
"89","JAPE",2012,"2771","Paulo",NA,"Brando","Instituto de Pesquisa Ambiental da Amazonia",NA,NA,NA,"Brazil",NA,NA
"90","JAPE",2013,"2771","Paulo",NA,"Brando",NA,NA,NA,NA,"Brazil",NA,NA
"91","JAPE",2014,"2771","Paulo",NA,"Brando",NA,NA,NA,NA,"Brazil",NA,NA
"92","JAPE",2015,"2771","Paulo",NA,"Brando",NA,NA,NA,NA,"Brazil",NA,NA
"93","JECOL",2014,"3829","Yvonne",NA,"Buckley","University of Queensland",NA,NA,NA,"Australia",NA,NA
"94","JAPE",2005,"3829","Yvonne",NA,"Buckley",NA,NA,"Brisbane",NA,"Australia",NA,NA
"95","JAPE",2006,"3829","Yvonne",NA,"Buckley",NA,NA,NA,NA,"Australia",NA,NA
"96","JAPE",2007,"3829","Yvonne",NA,"Buckley",NA,NA,NA,NA,"Australia",NA,NA
"97","JAPE",2008,"3829","Yvonne",NA,"Buckley",NA,NA,NA,NA,"Australia",NA,NA
"98","JAPE",2009,"3829","Yvonne",NA,"Buckley",NA,NA,NA,NA,"Australia",NA,NA
"99","JAPE",2011,"3829","Yvonne",NA,"Buckley",NA,NA,NA,NA,"Australia",NA,NA
"100","JAPE",2012,"3829","Yvonne",NA,"Buckley",NA,NA,NA,NA,"Australia",NA,NA
"101","JAPE",2013,"3829","Yvonne",NA,"Buckley",NA,NA,NA,NA,"Australia",NA,NA
"102","JAPE",2010,"1290","Harald",NA,"Bugmann","Swiss Federal Institute of Technology Zurich",NA,NA,NA,"Switzerland",NA,NA
"103","JAPE",2011,"1290","Harald",NA,"Bugmann",NA,NA,NA,NA,"Switzerland",NA,NA
"104","JAPE",2012,"1290","Harald",NA,"Bugmann",NA,NA,NA,NA,"Switzerland",NA,NA
"105","JAPE",2013,"1290","Harald",NA,"Bugmann",NA,NA,NA,NA,"Switzerland",NA,NA
"106","JAPE",2014,"1290","Harald",NA,"Bugmann",NA,NA,NA,NA,"Switzerland",NA,NA
"107","JAPE",2015,"1290","Harald",NA,"Bugmann",NA,NA,NA,NA,"Switzerland",NA,NA
"108","JAPE",2000,"1490","James","M","Bullock",NA,NA,"Furzebrook",NA,"United Kingdom",NA,NA
"109","JAPE",2001,"1490","James","M","Bullock",NA,NA,NA,NA,"United Kingdom",NA,NA
"110","JAPE",2002,"1490","James","M","Bullock",NA,NA,NA,NA,"United Kingdom",NA,NA
"111","JAPE",2003,"1490","James","M","Bullock",NA,NA,NA,NA,"United Kingdom",NA,NA
"112","JAPE",2007,"1494","Javier",NA,"Bustamante",NA,NA,"Seville",NA,"Spain",NA,NA
"113","JAPE",2008,"1494","Javier",NA,"Bustamante",NA,NA,NA,NA,"Spain",NA,NA
"114","JAPE",2009,"1494","Javier",NA,"Bustamante",NA,NA,NA,NA,"Spain",NA,NA
"115","JAPE",2010,"2322","Marc",NA,"Cadotte","","",NA,NA,"",NA,""
"116","JAPE",2006,"2322","Marc",NA,"Cadotte",NA,NA,"Knoxville",NA,"USA",NA,NA
"117","JAPE",2007,"2322","Marc",NA,"Cadotte",NA,NA,NA,NA,"USA",NA,NA
"118","JAPE",2008,"2322","Marc",NA,"Cadotte",NA,NA,NA,NA,"USA",NA,NA
"119","JAPE",2011,"2322","Marc",NA,"Cadotte",NA,NA,NA,NA,"USA",NA,NA
"120","JAPE",2012,"2322","Marc",NA,"Cadotte",NA,NA,NA,NA,"USA",NA,NA
"121","JAPE",2013,"2322","Marc",NA,"Cadotte",NA,NA,NA,NA,"USA",NA,NA
"122","JAPE",2014,"2322","Marc",NA,"Cadotte",NA,NA,NA,NA,"USA",NA,NA
"123","JAPE",2015,"2322","Marc",NA,"Cadotte",NA,NA,NA,NA,"USA",NA,NA
"124","JAPE",1989,"3020","Ralph","T","Clarke",NA,NA,NA,NA,"United Kingdom",NA,NA
"125","JAPE",1990,"3020","Ralph","T","Clarke",NA,NA,NA,NA,"United Kingdom",NA,NA
"126","JAPE",1991,"3020","Ralph","T","Clarke",NA,NA,NA,NA,"United Kingdom",NA,NA
"127","JAPE",1992,"3020","Ralph","T","Clarke",NA,NA,"Wareham",NA,"United Kingdom",NA,NA
"128","JAPE",1993,"3020","Ralph","T","Clarke",NA,NA,"Furzebrook",NA,"United Kingdom",NA,NA
"129","JAPE",1994,"3020","Ralph","T","Clarke",NA,NA,NA,NA,"United Kingdom",NA,NA
"130","JAPE",1995,"3020","Ralph","T","Clarke",NA,NA,NA,NA,"United Kingdom",NA,NA
"131","JAPE",1996,"3020","Ralph","T","Clarke",NA,NA,NA,NA,"United Kingdom",NA,NA
"132","JAPE",1997,"3020","Ralph","T","Clarke",NA,NA,NA,NA,"United Kingdom",NA,NA
"133","JAPE",2015,"3833","Yann",NA,"Clough","CEC Lund",NA,NA,NA,"Sweden",NA,NA
"134","JAPE",2010,"3833","Yann",NA,"Clough","Gottingen University",NA,NA,NA,"Germany",NA,NA
"135","JAPE",2008,"3833","Yann",NA,"Clough",NA,NA,"Gottingen",NA,"Germany",NA,NA
"136","JAPE",2009,"3833","Yann",NA,"Clough",NA,NA,NA,NA,"Germany",NA,NA
"137","JAPE",2011,"3833","Yann",NA,"Clough",NA,NA,NA,NA,"Germany",NA,NA
"138","JAPE",2012,"3833","Yann",NA,"Clough",NA,NA,NA,NA,"Germany",NA,NA
"139","JAPE",2013,"3833","Yann",NA,"Clough",NA,NA,NA,NA,"Germany",NA,NA
"140","JAPE",2014,"3833","Yann",NA,"Clough",NA,NA,NA,NA,"Germany",NA,NA
"141","JAPE",1985,"1521","J","P","Cooper",NA,NA,NA,NA,"United Kingdom",NA,NA
"142","JAPE",1986,"1521","J","P","Cooper",NA,NA,NA,NA,"United Kingdom",NA,NA
"143","JAPE",1987,"1521","J","P","Cooper",NA,NA,NA,NA,"United Kingdom",NA,NA
"144","JAPE",2008,"1522","Joan",NA,"Cossentine","","",NA,NA,"",NA,""
"145","JAPE",2010,"1522","Joan",NA,"Cossentine","Pacific Agri Food Research Centre",NA,NA,NA,"Canada",NA,NA
"146","JAPE",2006,"1522","Joan",NA,"Cossentine",NA,NA,"Summerland",NA,"Canada",NA,NA
"147","JAPE",2007,"1522","Joan",NA,"Cossentine",NA,NA,NA,NA,"Canada",NA,NA
"148","JAPE",2009,"1522","Joan",NA,"Cossentine",NA,NA,NA,NA,"Canada",NA,NA
"149","JAPE",2011,"1522","Joan",NA,"Cossentine",NA,NA,NA,NA,"Canada",NA,NA
"150","JAPE",2012,"1522","Joan",NA,"Cossentine",NA,NA,NA,NA,"Canada",NA,NA
"151","JAPE",2012,"951","Erika",NA,"Crispo","University of Calgary",NA,NA,NA,"Canada",NA,NA
"152","JAPE",2013,"951","Erika",NA,"Crispo",NA,NA,NA,NA,"Canada",NA,NA
"153","JAPE",2014,"951","Erika",NA,"Crispo",NA,NA,NA,NA,"Canada",NA,NA
"154","JAPE",2015,"951","Erika",NA,"Crispo",NA,NA,NA,NA,"Canada",NA,NA
"155","JAPE",1985,"1531","John","Patrick","Croxall",NA,NA,NA,NA,"United Kingdom",NA,NA
"156","JAPE",1986,"1531","John","Patrick","Croxall",NA,NA,NA,NA,"United Kingdom",NA,NA
"157","JAPE",1987,"1531","John","Patrick","Croxall",NA,NA,NA,NA,"United Kingdom",NA,NA
"158","JAPE",1988,"1531","John","Patrick","Croxall",NA,NA,NA,NA,"United Kingdom",NA,NA
"159","JAPE",1989,"1531","John","Patrick","Croxall",NA,NA,NA,NA,"United Kingdom",NA,NA
"160","JAPE",1990,"1531","John","Patrick","Croxall",NA,NA,NA,NA,"United Kingdom",NA,NA
"161","JAPE",1991,"1531","John","Patrick","Croxall",NA,NA,NA,NA,"United Kingdom",NA,NA
"162","JAPE",1992,"1531","John","Patrick","Croxall",NA,NA,"Cambridge",NA,"United Kingdom",NA,NA
"163","JAPE",1993,"1531","John","Patrick","Croxall",NA,NA,NA,NA,"United Kingdom",NA,NA
"164","JAPE",1994,"1531","John","Patrick","Croxall",NA,NA,NA,NA,"United Kingdom",NA,NA
"165","JAPE",1995,"1531","John","Patrick","Croxall",NA,NA,NA,NA,"United Kingdom",NA,NA
"166","JAPE",1988,"3730","W",NA,"Day",NA,NA,NA,NA,"United Kingdom",NA,NA
"167","JAPE",1989,"3730","W",NA,"Day",NA,NA,NA,NA,"United Kingdom",NA,NA
"168","JAPE",1990,"3730","W",NA,"Day",NA,NA,NA,NA,"United Kingdom",NA,NA
"169","JAPE",1991,"3730","W",NA,"Day",NA,NA,NA,NA,"United Kingdom",NA,NA
"170","JAPE",1992,"3730","W",NA,"Day",NA,NA,"Silsoe",NA,"United Kingdom",NA,NA
"171","JAPE",1993,"3730","W",NA,"Day",NA,NA,NA,NA,"United Kingdom",NA,NA
"172","JAPE",1994,"3730","W",NA,"Day",NA,NA,NA,NA,"United Kingdom",NA,NA
"173","JAPE",1995,"3730","W",NA,"Day",NA,NA,NA,NA,"United Kingdom",NA,NA
"174","JAPE",1996,"3730","W",NA,"Day",NA,NA,NA,NA,"United Kingdom",NA,NA
"175","JAPE",2013,"3681","Vincent",NA,"Devictor","CNRS",NA,NA,NA,"France",NA,NA
"176","JAPE",2014,"3681","Vincent",NA,"Devictor",NA,NA,NA,NA,"France",NA,NA
"177","JAPE",2015,"3681","Vincent",NA,"Devictor",NA,NA,NA,NA,"France",NA,NA
"178","JAPE",2010,"437","Christl",NA,"Donnelly","Imperial College London",NA,NA,NA,"United Kingdom",NA,NA
"179","JAPE",2009,"437","Christl",NA,"Donnelly",NA,NA,"London",NA,"United Kingdom",NA,NA
"180","JAPE",2010,"2640","Nicholas",NA,"Dulvy","","",NA,"Vancouver","",NA,""
"181","JAPE",2009,"2640","Nicholas",NA,"Dulvy",NA,NA,"Vancouver",NA,"Canada",NA,NA
"182","JAPE",2011,"2640","Nicholas",NA,"Dulvy",NA,NA,NA,NA,"Canada",NA,NA
"183","JAPE",2012,"2640","Nicholas",NA,"Dulvy",NA,NA,NA,NA,"Canada",NA,NA
"184","JAPE",2013,"2640","Nicholas",NA,"Dulvy",NA,NA,NA,NA,"Canada",NA,NA
"185","JAPE",1985,"3048","Ron","W","Edwards",NA,NA,NA,NA,"United Kingdom",NA,NA
"186","JAPE",1986,"3048","Ron","W","Edwards",NA,NA,NA,NA,"United Kingdom",NA,NA
"187","JAPE",1987,"3048","Ron","W","Edwards",NA,NA,NA,NA,"United Kingdom",NA,NA
"188","JAPE",1988,"3048","Ron","W","Edwards",NA,NA,NA,NA,"United Kingdom",NA,NA
"189","JAPE",2006,"65","Andreas",NA,"Erhardt",NA,NA,"Basel",NA,"Switzerland",NA,NA
"190","JAPE",2007,"65","Andreas",NA,"Erhardt",NA,NA,NA,NA,"Switzerland",NA,NA
"191","JAPE",2008,"65","Andreas",NA,"Erhardt",NA,NA,NA,NA,"Switzerland",NA,NA
"192","JAPE",2009,"65","Andreas",NA,"Erhardt",NA,NA,NA,NA,"Switzerland",NA,NA
"193","JAPE",2010,"965","Esteban",NA,"Fernandez-Juricic","Purdue University",NA,NA,NA,"USA",NA,NA
"194","JAPE",2008,"965","Esteban",NA,"Fernandez-Juricic",NA,NA,"Long Beach","California","USA",NA,NA
"195","JAPE",2009,"965","Esteban",NA,"Fernandez-Juricic",NA,NA,NA,NA,"USA",NA,NA
"196","JAPE",2011,"965","Esteban",NA,"Fernandez-Juricic",NA,NA,NA,NA,"USA",NA,NA
"197","JAPE",2012,"965","Esteban",NA,"Fernandez-Juricic",NA,NA,NA,NA,"USA",NA,NA
"198","JAPE",2013,"965","Esteban",NA,"Fernandez-Juricic",NA,NA,NA,NA,"USA",NA,NA
"199","JAPE",2014,"965","Esteban",NA,"Fernandez-Juricic",NA,NA,NA,NA,"USA",NA,NA
"200","JAPE",2015,"965","Esteban",NA,"Fernandez-Juricic",NA,NA,NA,NA,"USA",NA,NA
"201","JAPE",2014,"1572","John",NA,"Finn","Teagasc",NA,NA,NA,"Ireland",NA,NA
"202","JAPE",2015,"1572","John",NA,"Finn",NA,NA,NA,NA,"Ireland",NA,NA
"203","JAPE",1997,"2145","Les","Green","Firbank",NA,NA,"Merlewood",NA,"United Kingdom",NA,NA
"204","JAPE",1998,"2145","Les","Green","Firbank",NA,NA,NA,NA,"United Kingdom",NA,NA
"205","JAPE",1999,"2145","Les","Green","Firbank",NA,NA,NA,NA,"United Kingdom",NA,NA
"206","JAPE",2000,"2145","Les","Green","Firbank",NA,NA,"Merlewood",NA,"United Kingdom",NA,NA
"207","JAPE",2001,"2145","Les","Green","Firbank",NA,NA,NA,NA,"United Kingdom",NA,NA
"208","JAPE",2002,"2145","Les","Green","Firbank",NA,NA,NA,NA,"United Kingdom",NA,NA
"209","JAPE",2010,"1573","Jennifer",NA,"Firn","CISRO Sustainable Ecosystems",NA,NA,NA,"Australia",NA,NA
"210","PLANTECOL",2011,"1573","Jennifer",NA,"Firn","CSIRO","Sustainable Ecosystems","St. Lucia","Queensland","Australia",NA,NA
"211","JAPE",2011,"1573","Jennifer",NA,"Firn",NA,NA,NA,NA,"Australia",NA,NA
"212","JAPE",2012,"1573","Jennifer",NA,"Firn",NA,NA,NA,NA,"Australia",NA,NA
"213","JAPE",2013,"1573","Jennifer",NA,"Firn",NA,NA,NA,NA,"Australia",NA,NA
"214","JAPE",2014,"1573","Jennifer",NA,"Firn",NA,NA,NA,NA,"Australia",NA,NA
"215","JAPE",2015,"1573","Jennifer",NA,"Firn",NA,NA,NA,NA,"Australia",NA,NA
"216","JAPE",2013,"1578","Jacqui",NA,"Frair","University of New York",NA,NA,NA,"USA",NA,NA
"217","JAPE",2014,"1578","Jacqui",NA,"Frair",NA,NA,NA,NA,"USA",NA,NA
"218","JAPE",2015,"1578","Jacqui",NA,"Frair",NA,NA,NA,NA,"USA",NA,NA
"219","JAPE",2007,"3063","Robert","P","Freckleton","","",NA,NA,"",NA,""
"220","JAPE",2005,"3063","Robert","P","Freckleton","University of Oxford",NA,NA,NA,"United Kingdom",NA,NA
"221","JAPE",2000,"3063","Robert","P","Freckleton",NA,NA,"Norwich",NA,"United Kingdom",NA,NA
"222","JAPE",2001,"3063","Robert","P","Freckleton",NA,NA,"Oxford",NA,"United Kingdom",NA,NA
"223","JAPE",2002,"3063","Robert","P","Freckleton",NA,NA,NA,NA,"United Kingdom",NA,NA
"224","JAPE",2003,"3063","Robert","P","Freckleton",NA,NA,NA,NA,"United Kingdom",NA,NA
"225","JAPE",2004,"3063","Robert","P","Freckleton",NA,NA,NA,NA,"United Kingdom",NA,NA
"226","JAPE",2006,"3063","Robert","P","Freckleton",NA,NA,NA,NA,"United Kingdom",NA,NA
"227","JAPE",2008,"3063","Robert","P","Freckleton",NA,NA,NA,NA,"United Kingdom",NA,NA
"228","JAPE",2009,"3063","Robert","P","Freckleton",NA,NA,NA,NA,"United Kingdom",NA,NA
"229","JAPE",2010,"2378","Morten",NA,"Frederiksen","National Environmental Research Institute",NA,NA,NA,"Denmark",NA,NA
"230","JAPE",2008,"2378","Morten",NA,"Frederiksen",NA,NA,"Roakslide",NA,"Denmark",NA,NA
"231","JAPE",2009,"2378","Morten",NA,"Frederiksen",NA,NA,NA,NA,"Denmark",NA,NA
"232","JAPE",2011,"2378","Morten",NA,"Frederiksen",NA,NA,NA,NA,"Denmark",NA,NA
"233","JAPE",2012,"2378","Morten",NA,"Frederiksen",NA,NA,NA,NA,"Denmark",NA,NA
"234","JAPE",2013,"2378","Morten",NA,"Frederiksen",NA,NA,NA,NA,"Denmark",NA,NA
"235","JAPE",2014,"2378","Morten",NA,"Frederiksen",NA,NA,NA,NA,"Denmark",NA,NA
"236","JAPE",2010,"454","Chris","LJ","Frid","University of Liverpool",NA,NA,NA,"United Kingdom",NA,NA
"237","JAPE",2006,"454","Chris","LJ","Frid",NA,NA,"Liverpool",NA,"United Kingdom",NA,NA
"238","JAPE",2007,"454","Chris","LJ","Frid",NA,NA,NA,NA,"United Kingdom",NA,NA
"239","JAPE",2008,"454","Chris","LJ","Frid",NA,NA,NA,NA,"United Kingdom",NA,NA
"240","JAPE",2009,"454","Chris","LJ","Frid",NA,NA,NA,NA,"United Kingdom",NA,NA
"241","JAPE",2011,"454","Chris","LJ","Frid",NA,NA,NA,NA,"United Kingdom",NA,NA
"242","JAPE",2012,"454","Chris","LJ","Frid",NA,NA,NA,NA,"United Kingdom",NA,NA
"243","JAPE",2013,"454","Chris","LJ","Frid",NA,NA,NA,NA,"United Kingdom",NA,NA
"244","JAPE",2014,"454","Chris","LJ","Frid",NA,NA,NA,NA,"United Kingdom",NA,NA
"245","JAPE",2015,"454","Chris","LJ","Frid",NA,NA,NA,NA,"United Kingdom",NA,NA
"246","JAPE",2013,"3930","Richard",NA,"Fuller","University of Queensland",NA,NA,NA,"Australia",NA,NA
"247","JAPE",2014,"3930","Richard",NA,"Fuller",NA,NA,NA,NA,"Australia",NA,NA
"248","JAPE",2015,"3930","Richard",NA,"Fuller",NA,NA,NA,NA,"Australia",NA,NA
"249","JAPE",2010,"1597","Jennifer",NA,"Gill","","",NA,NA,"",NA,""
"250","JAPE",2005,"1597","Jennifer",NA,"Gill",NA,NA,"Norwich",NA,"United Kingdom",NA,NA
"251","JAPE",2006,"1597","Jennifer",NA,"Gill",NA,NA,NA,NA,"United Kingdom",NA,NA
"252","JAPE",2007,"1597","Jennifer",NA,"Gill",NA,NA,NA,NA,"United Kingdom",NA,NA
"253","JAPE",2008,"1597","Jennifer",NA,"Gill",NA,NA,NA,NA,"United Kingdom",NA,NA
"254","JAPE",2009,"1597","Jennifer",NA,"Gill",NA,NA,NA,NA,"United Kingdom",NA,NA
"255","JAPE",2011,"1597","Jennifer",NA,"Gill",NA,NA,NA,NA,"United Kingdom",NA,NA
"256","JAPE",2012,"1597","Jennifer",NA,"Gill",NA,NA,NA,NA,"United Kingdom",NA,NA
"257","JAPE",2005,"2813","Paul",NA,"Giller","University College Cork",NA,NA,NA,"Ireland",NA,NA
"258","JAPE",2006,"2813","Paul",NA,"Giller",NA,NA,NA,NA,"Ireland",NA,NA
"259","JAPE",2007,"2813","Paul",NA,"Giller",NA,NA,NA,NA,"Ireland",NA,NA
"260","JAPE",2008,"2813","Paul",NA,"Giller",NA,NA,NA,NA,"Ireland",NA,NA
"261","JAPE",1996,"3075","Rhys","E","Green",NA,NA,"Edinburgh",NA,"United Kingdom",NA,NA
"262","JAPE",1997,"3075","Rhys","E","Green",NA,NA,NA,NA,"United Kingdom",NA,NA
