JOURNAL,YEAR,VOLUME,ISSUE,editor_id,FIRST_NAME,MIDDLE_NAME,LAST_NAME,NAME,TITLE.x,CATEGORY,INST,UNIT,CITY,STATE,COUNTRY,geo.code,NOTES,,,,,
LECO,2013,27,1,522,C,,McAlpine,C McAlpine,Editorial.Board,SE,University of Queensland,,Brisbane,,Australia,AUS,,,,,,
LECO,2014,29,1,522,C,,McAlpine,C McAlpine,Editorial.Board,SE,University of Queensland,,Brisbane,,Australia,AUS,,,,,,
LECO,2015,30,1,522,C,,McAlpine,C McAlpine,SE,SE,,,,,Australia,AUS,,,,,,
LECO,1987,1,1,571,C,,Steinitz,C Steinitz,Editorial.Board,SE,missing,missing,missing,missing,USA,USA,,,,,,
LECO,1988,1,3,571,C,,Steinitz,C Steinitz,SE,SE,,,,,USA,USA,,,,,,
LECO,1989,2,3,571,C,,Steinitz,C Steinitz,SE,SE,,,,,USA,USA,,,,,,
LECO,1990,5,1,571,C,,Steinitz,C Steinitz,SE,SE,,,,,USA,USA,,,,,,
LECO,1991,6,1,571,C,,Steinitz,C Steinitz,SE,SE,,,,,USA,USA,,,,,,
LECO,1992,7,1,571,C,,Steinitz,C Steinitz,SE,SE,,,,,USA,USA,,,,,,
LECO,2010,25,1,588,C,,Vos,C Vos,SE,SE,Wageningen University Research Center-Alterra,missing,Wageningen,missing,Netherlands,NLD,,,,,,
LECO,2011,26,1,588,C,,Vos,C Vos,SE,SE,Wageningen University Research Center-Alterra,,Wageningen,missing,Netherlands,NLD,,,,,,
LECO,2012,27,1,588,C,,Vos,C Vos,Editorial.Board,SE,Wageningen University Research Center-Alterra,,Wageningen,missing,The Netherlands,NLD,,,,,,
LECO,2013,27,1,588,C,,Vos,C Vos,Editorial.Board,SE,Wageningen University Research Center-Alterra,,Wageningen,missing,The Netherlands,NLD,,,,,,
LECO,2014,29,1,588,C,,Vos,C Vos,Editorial.Board,SE,Wageningen University Research Center-Alterra,,Wageningen,missing,The Netherlands,NLD,,,,,,
LECO,2015,30,1,588,C,,Vos,C Vos,SE,SE,,,,,Netherlands,NLD,,,,,,
LECO,2014,29,1,596,C,,Wilsey,C Wilsey,Editorial.Board,SE,National Audobon Society,missing,San Francisco,CA,USA,USA,,,,,,
LECO,2015,30,1,596,C,,Wilsey,C Wilsey,SE,SE,,,,,USA,USA,,,,,,
LECO,2015,30,1,602,C,,Young,C Young,SE,SE,missing,missing,missing,missing,UK,GBR,,,,,,
LECO,2007,22,1,607,D,P,Anderson,D P Anderson,SE,SE,University of Wisconsin-Madison,Department of Zoology,Madison,WI,USA,USA,,,,,,
LECO,2008,23,1,607,D,P,Anderson,D P Anderson,SE,SE,University of Wisconsin-Madison,Department of Zoology,Madison,WI,USA,USA,,,,,,
LECO,2009,24,1,607,D,P,Anderson,D P Anderson,SE,SE,Landcare Research,,Lincoln,missing,New Zealand,NZL,,,,,USA,USA
LECO,2010,25,1,607,D,P,Anderson,D P Anderson,SE,SE,Landcare Research,,Lincoln,,New Zealand,NZL,,,,,,
LECO,2011,26,1,607,D,P,Anderson,D P Anderson,SE,SE,Landcare Research,,Lincoln,,New Zealand,NZL,,,,,,
LECO,2011,26,1,623,D,,Bender,D Bender,Editorial.Board,SE,University of Calgary,missing,Calgary,missing,Canada,CAN,,,,,,
LECO,2012,27,1,623,D,,Bender,D Bender,Editorial.Board,SE,University of Calgary,,Calgary,,Canada,CAN,,,,,,
LECO,2013,27,1,623,D,,Bender,D Bender,Editorial.Board,SE,University of Calgary,,Calgary,,Canada,CAN,,,,,,
LECO,2014,29,1,623,D,,Bender,D Bender,Editorial.Board,SE,University of Calgary,,Calgary,,Canada,CAN,,,,,,
LECO,2015,30,1,623,D,,Bender,D Bender,SE,SE,,,,,Canada,CAN,,,,,,
LECO,1999,14,1,637,Daniel,,Brown,Daniel Brown,SE,SE,Michigan State University,Department of Geography,,,USA,USA,,,,,,
LECO,2000,15,1,637,Daniel,,Brown,Daniel Brown,SE,SE,University of Michigan,School of Natural Resources and Environment,Ann Arbor,MI,USA,USA,,,,,,
LECO,2001,16,1,637,Daniel,,Brown,Daniel Brown,SE,SE,University of Michigan,School of Natural Resources and Environment,Ann Arbor,MI,USA,USA,,,,,,
LECO,2002,17,1,637,Daniel,,Brown,Daniel Brown,SE,SE,University of Michigan,School of Natural Resources and Environment,Ann Arbor,MI,USA,USA,,,,,,
LECO,2003,18,1,637,Daniel,,Brown,Daniel Brown,SE,SE,University of Michigan,School of Natural Resources and Environment,Ann Arbor,MI,USA,USA,,,,,,
LECO,2004,19,1,637,Daniel,,Brown,Daniel Brown,SE,SE,University of Michigan,,Ann Arbor,MI,USA,USA,,,,,,
LECO,2005,20,1,637,D,,Brown,D Brown,SE,SE,University of Michigan,School of Natural Resources and Environment,Ann Arbor,MI,USA,USA,,,,,,
LECO,2006,21,1,637,D,,Brown,D Brown,SE,SE,University of Michigan,School of Natural Resources and Environment,Ann Arbor,MI,USA,USA,,,,,,
LECO,1999,14,1,640,David,,Butler,David Butler,SE,SE,Southwest Texas State University,Department of Geography & Planning,,,USA,USA,,,,,,
LECO,2000,15,1,640,David,,Butler,David Butler,SE,SE,Southwest Texas State University,Department of Geography & Planning,,,USA,USA,,,,,,
LECO,2001,16,1,640,David,,Butler,David Butler,SE,SE,Southwest Texas State University,Department of Geography & Planning,,,USA,USA,,,,,,
LECO,2002,17,1,640,David,,Butler,David Butler,SE,SE,Southwest Texas State University,Department of Geography & Planning,,,USA,USA,,,,,,
LECO,2003,18,1,640,David,,Butler,David Butler,SE,SE,Southwest Texas State University,Department of Geography and Planning,,,USA,USA,,,,,,
LECO,2011,26,1,671,D,,Donner,D Donner,Editorial.Board,SE,US Forest Service,missing,Rhinelander,WI,USA,USA,,,,,,
LECO,2012,27,1,671,D,,Donner,D Donner,Editorial.Board,SE,US Forest Service,,Rhinelander,WI,USA,USA,,,,,,
LECO,2013,27,1,671,D,,Donner,D Donner,Editorial.Board,SE,US Forest Service,,Rhinelander,WI,USA,USA,,,,,,
LECO,2014,29,1,671,D,,Donner,D Donner,Editorial.Board,SE,US Forest Service,,Rhinelander,WI,USA,USA,,,,,,
LECO,2015,30,1,671,D,,Donner,D Donner,SE,SE,,,,,USA,USA,,,,,,
LECO,2007,22,1,738,D,E,Jelinski,D E Jelinski,SE,SE,Queen's University Kingston,Bamfield Marine Sciences Centre and School of Environmental Studies,missing,Ontario,Canada,CAN,,,,,,
LECO,2008,23,1,738,D,E,Jelinski,D E Jelinski,SE,SE,University of Victoria,Department of Geography,Victoria,BC,Canada,CAN,,,,,,
LECO,2009,24,1,738,D,E,Jelinski,D E Jelinski,SE,SE,University of Victoria,,Victoria,BC,Canada,CAN,,,,,,
LECO,2014,29,1,745,Daniel,M,Kashian,Daniel M Kashian,Book.Review.Editor,SPECIAL,Wayne State University,missing,Detroit,MI,USA,USA,,,,,,
LECO,2014,29,1,745,D,M,Kashian,D M Kashian,Editorial.Board,SE,Wayne State University,,Detroit,MI,USA,USA,,,,,,
LECO,2015,30,1,745,D,M,Kashian,D M Kashian,SE,SE,,,,,USA,USA,,,,,,
LECO,1999,14,1,765,D,,Lindenmayer,D Lindenmayer,SE,SE,The Australian National University,Centre for Resource and Environmental Studies,,,Australia,AUS,,,,,,
LECO,2000,15,1,765,D,,Lindenmayer,D Lindenmayer,SE,SE,The Australian National University,Centre for Resource and Environmental Studies,,,Australia,AUS,,,,,,
LECO,2000,15,1,790,David,,Mladenoff,David Mladenoff,EIC,EIC,University of Wisconsin,Department of Forest Ecology and Management,Madison,WI,USA,USA,,,,,,
LECO,2001,16,1,790,David,,Mladenoff,David Mladenoff,EIC,EIC,University of Wisconsin,Department of Forest Ecology and Management,Madison,WI,USA,USA,,,,,,
LECO,2002,17,1,790,David,,Mladenoff,David Mladenoff,EIC,EIC,University of Wisconsin-Madison,Department of Forest Ecology and Management,Madison,WI,USA,USA,,,,,,
LECO,2003,18,1,790,David,,Mladenoff,David Mladenoff,EIC,EIC,University of Wisconsin,Department of Forest Ecology and Management,Madison,WI,USA,USA,,,,,,
LECO,2004,19,1,790,David,,Mladenoff,David Mladenoff,EIC,EIC,,,,,USA,USA,,,,,,
LECO,2005,20,1,790,David,,Mladenoff,David Mladenoff,SE,SE,University of Wisconsin,Department of Forest Ecology and Management,Madison,WI,USA,USA,,,,,,
LECO,2006,21,1,790,David,,Mladenoff,David Mladenoff,SE,SE,University of Wisconsin-Madison,Department of Forest Ecology and Management,Madison,WI,USA,USA,,,,,,
LECO,2011,26,1,889,D,M,Theobald,D M Theobald,Editorial.Board,SE,Colorado State University,,Fort Collins,CO,USA,USA,,,,,,
LECO,2012,27,1,889,D,M,Theobald,D M Theobald,Editorial.Board,SE,Colorado State University,,Fort Collins,CO,USA,USA,,,,,,
LECO,2013,27,1,889,D,M,Theobald,D M Theobald,Editorial.Board,SE,National Park Service,Natural Resources,Fort Collins,CO,USA,USA,,,,,,
LECO,2014,29,1,889,D,M,Theobald,D M Theobald,Editorial.Board,SE,Conservation Science Partners,,Truckee,CA,USA,USA,,,,,,
LECO,2015,30,1,889,D,M,Theobald,D M Theobald,SE,SE,,,,,USA,USA,,,,,,
LECO,2003,18,1,896,Dean,,Urban,Dean Urban,SE,SE,Duke University,Nicholas School of the Environment,Durham,NC,USA,USA,,,,,,
LECO,2004,19,1,896,Dean,,Urban,Dean Urban,SE,SE,,,,,USA,USA,,,,,,
LECO,2005,20,1,896,D,L,Urban,D L Urban,SE,SE,Duke University,,Durham,NC,USA,USA,,,,,,
LECO,2006,21,1,896,D,L,Urban,D L Urban,SE,SE,Duke University,,Durham,NC,USA,USA,,,,,,
LECO,2007,22,1,896,D,L,Urban,D L Urban,SE,SE,Duke University,,Durham,NC,USA,USA,,,,,,
LECO,1993,8,1,968,E,,Fuentes,E Fuentes,SE,SE,missing,missing,missing,missing,Chile,CHL,,,,,,
LECO,1994,9,1,968,E,,Fuentes,E Fuentes,SE,SE,,,,,Chile,CHL,,,,,,
LECO,1995,10,1,968,E,,Fuentes,E Fuentes,SE,SE,,,,,Chile,CHL,,,,,,
LECO,1996,11,1,968,E,,Fuentes,E Fuentes,SE,SE,,,,,Chile,CHL,,,,,,
LECO,1997,12,1,968,E,,Fuentes,E Fuentes,SE,SE,,,,,Chile,CHL,,,,,,
LECO,1998,13,1,968,E,,Fuentes,E Fuentes,SE,SE,Universidad Catolica de Chile,Fac. De Ciencias Biologicas,Santiago,missing,Chile,CHL,,,,,,
LECO,2005,20,1,975,E,,Gustafson,E Gustafson,SE,SE,USDA Forest Service,missing,Rhinelander,WI,USA,USA,,,,,,
LECO,2006,21,1,975,E,,Gustafson,E Gustafson,SE,SE,USDA Forest Service,,Rhinelander,WI,USA,USA,,,,,,
LECO,2007,22,1,975,E,,Gustafson,E Gustafson,SE,SE,Landscape Ecology Unit,,Rhinelander,,USA,USA,,,,,,
LECO,2008,23,1,975,E,,Gustafson,E Gustafson,SE,SE,USDA Forest Service,,Rhinelander,WI,USA,USA,,,,,,
LECO,2009,24,1,975,E,,Gustafson,E Gustafson,SE,SE,USDA Forest Service,,Rhinelander,WI,USA,USA,,,,,,
LECO,2010,25,1,975,E,,Gustafson,E Gustafson,SE,SE,USDA Forest Service,,Rhinelander,WI,USA,USA,,,,,,
LECO,2011,26,1,975,E,,Gustafson,E Gustafson,SE,SE,USDA Forest Service,,Rhinelander,WI,USA,USA,,,,,,
LECO,2012,27,1,975,E,,Gustafson,E Gustafson,Editorial.Board,SE,USDA Forest Service,,Rhinelander,WI,USA,USA,,,,,,
LECO,2013,27,1,975,E,,Gustafson,E Gustafson,Editorial.Board,SE,USDA Forest Service,,Rhinelander,WI,USA,USA,,,,,,
LECO,2014,29,1,975,E,,Gustafson,E Gustafson,Editorial.Board,SE,USDA Forest Service,,Rhinelander,WI,USA,USA,,,,,,
LECO,2015,30,1,975,E,,Gustafson,E Gustafson,SE,SE,,,,,USA,USA,,,,,,
LECO,2013,27,1,1005,E,S,Minor,E S Minor,Editorial.Board,SE,University of Illinois,missing,Chicago,IL,USA,USA,,,,,,
LECO,2014,29,1,1005,E,S,Minor,E S Minor,Editorial.Board,SE,University of Illinois,,Chicago,IL,USA,USA,,,,,,
LECO,2015,30,1,1005,E,S,Minor,E S Minor,SE,SE,,,,,USA,USA,,,,,,
LECO,1987,1,1,1033,E,,van der Maarel,E van der Maarel,Editorial.Board,SE,missing,missing,missing,missing,Sweden,SWE,are editor_ID 1033 and 1034 the same person?,,,,,
LECO,1988,1,3,1034,E,,VanDer,E VanDer,SE,SE,missing,missing,missing,missing,Sweden,SWE,,,,,,
LECO,1989,2,3,1034,E,,VanDer,E VanDer,SE,SE,,,,,Sweden,SWE,,,,,,
LECO,1990,5,1,1034,E,,VanDer,E VanDer,SE,SE,,,,,Sweden,SWE,,,,,,
LECO,1991,6,1,1034,E,,VanDer,E VanDer,SE,SE,,,,,Sweden,SWE,,,,,,
LECO,1992,7,1,1034,E,,VanDer,E VanDer,SE,SE,,,,,Sweden,SWE,,,,,,
LECO,1993,8,1,1034,E,,VanDer,E VanDer,SE,SE,,,,,Sweden,SWE,,,,,,
LECO,1994,9,1,1034,E,,VanDer,E VanDer,SE,SE,,,,,Sweden,SWE,,,,,,
LECO,1995,10,1,1034,E,,VanDer,E VanDer,SE,SE,,,,,Sweden,SWE,,,,,,
LECO,1996,11,1,1034,E,,VanDer,E VanDer,SE,SE,,,,,Sweden,SWE,,,,,,
LECO,1997,12,1,1034,E,,VanDer,E VanDer,SE,SE,,,,,Sweden,SWE,,,,,,
LECO,1998,13,1,1034,E,,VanDer,E VanDer,SE,SE,University of Uppsala,Institute of Ecological Botany,Uppsala,missing,Sweden,SWE,,,,,,
LECO,1987,1,1,1045,E,H,Zube,E H Zube,Editorial.Board,SE,missing,missing,missing,missing,USA,USA,,,,,,
LECO,1988,1,3,1045,E,H,Zube,E H Zube,SE,SE,,,,,USA,USA,,,,,,
LECO,1989,2,3,1045,E,H,Zube,E H Zube,SE,SE,,,,,USA,USA,,,,,,
LECO,1990,5,1,1045,E,H,Zube,E H Zube,SE,SE,,,,,USA,USA,,,,,,
LECO,1991,6,1,1045,E,H,Zube,E H Zube,SE,SE,,,,,USA,USA,,,,,,
LECO,1992,7,1,1045,E,H,Zube,E H Zube,SE,SE,,,,,USA,USA,,,,,,
LECO,1987,1,1,1072,Frank,B,Golley,Frank B Golley,EIC,EIC,University of Georgia,Institute of Ecology,Athens,GA,USA,USA,,,,,,
LECO,1988,1,3,1072,Frank,,Golley,Frank Golley,EIC,EIC,University of Georgia,Institute of Ecology,Athens,GA,USA,USA,,,,,,
LECO,1989,2,3,1072,Frank,,Golley,Frank Golley,EIC,EIC,University of Georgia,Institute of Ecology,Athens,GA,USA,USA,,,,,,
LECO,1990,5,1,1072,Frank,,Golley,Frank Golley,EIC,EIC,University of Georgia,Institute of Ecology,Athens,GA,USA,USA,,,,,,
LECO,1991,6,1,1072,Frank,,Golley,Frank Golley,EIC,EIC,University of Georgia,Institute of Ecology,Athens,GA,USA,USA,,,,,,
LECO,1992,7,1,1072,Frank,,Golley,Frank Golley,EIC,EIC,University of Georgia,Institute of Ecology,Athens,GA,USA,USA,,,,,,
LECO,1993,8,1,1072,Frank,,Golley,Frank Golley,EIC,EIC,,,,,USA,USA,,,,,,
LECO,1994,9,1,1072,Frank,,Golley,Frank Golley,EIC,EIC,,,,,USA,USA,,,,,,
LECO,1995,10,1,1072,Frank,,Golley,Frank Golley,EIC,EIC,,,,,USA,USA,,,,,,
LECO,1996,11,1,1072,Frank,,Golley,Frank Golley,EIC,EIC,,,,,USA,USA,,,,,,
LECO,1997,12,1,1072,Frank,,Golley,Frank Golley,SE,SE,,,,,USA,USA,,,,,,
LECO,1998,13,1,1072,Frank,,Golley,Frank Golley,SE,SE,University of Georgia,Institute of Ecology,Athens,GA,USA,USA,,,,,,
LECO,2001,16,1,1072,Frank,,Golley,Frank Golley,SE,SE,University of Georgia,Institute of Ecology,Athens,GA,USA,USA,,,,,,
LECO,2015,30,1,1080,F,,Herzog,F Herzog,SE,SE,missing,missing,,,Switzerland,CHE,,,,,,
LECO,2004,19,1,1089,Felix,,Keinsat,Felix Keinsat,SE,SE,missing,missing,missing,missing,Switzerland,CHE,,,,,,
LECO,1993,8,1,1090,F,,Kienast,F Kienast,SE,SE,,,,,Switzerland,CHE,,,,,,
LECO,1994,9,1,1090,F,,Kienast,F Kienast,SE,SE,,,,,Switzerland,CHE,,,,,,
LECO,1995,10,1,1090,F,,Kienast,F Kienast,SE,SE,,,,,Switzerland,CHE,,,,,,
LECO,1996,11,1,1090,F,,Kienast,F Kienast,SE,SE,,,,,Switzerland,CHE,,,,,,
LECO,1997,12,1,1090,F,,Kienast,F Kienast,SE,SE,,,,,Switzerland,CHE,,,,,,
LECO,1998,13,1,1090,F,,Kienast,F Kienast,SE,SE,"Swiss Federal Institute for Forest, Snow and Landscape Research",missing,Birmensdorf,,Switzerland,CHE,,,,,,
LECO,1999,14,1,1090,F,,Kienast,F Kienast,SE,SE,"Swiss Federal Institute for Forest, Snow and Landscape Research",,,,Switzerland,CHE,,,,,,
LECO,2000,15,1,1090,F,,Kienast,F Kienast,SE,SE,"Swiss Federal Institute for Forest, Snow and Landscape Research",,,,Switzerland,CHE,,,,,,
LECO,2001,16,1,1090,F,,Kienast,F Kienast,SE,SE,"Swiss Federal Institute for Forest, Snow and Landscape Research",,,,Switzerland,CHE,,,,,,
LECO,2002,17,1,1090,F,,Kienast,F Kienast,SE,SE,"Swiss Federal Institute for Forest, Snow and Landscape Research",,,,Switzerland,CHE,,,,,,
LECO,2003,18,1,1090,F,,Kienast,F Kienast,SE,SE,"Swiss Federal Institute for Forest, Snow and Landscape Research",,,,Switzerland,CHE,,,,,,
LECO,2005,20,1,1090,F,,Kienast,F Kienast,SE,SE,"Swiss Federal Institute for Forest, Snow and Landscape Research",,Birmensdorf,,Switzerland,CHE,,,,,,
LECO,2006,21,1,1090,F,,Kienast,F Kienast,SE,SE,"Swiss Federal Institute for Forest, Snow and Landscape Research",,Birmensdorf,,Switzerland,CHE,,,,,,
LECO,2007,22,1,1090,F,,Kienast,F Kienast,SE,SE,"Swiss Federal Institute for Forest, Snow and Landscape Research",,Birmensdorf,,Switzerland,CHE,,,,,,
LECO,2008,23,1,1090,F,,Kienast,F Kienast,SE,SE,"Swiss Federal Institute for Forest, Snow and Landscape Research",,Birmensdorf,,Switzerland,CHE,,,,,,
LECO,2009,24,1,1090,F,,Kienast,F Kienast,SE,SE,"Swiss Federal Institute for Forest, Snow and Landscape Research",,Birmensdorf,,Switzerland,CHE,,,,,,
LECO,2010,25,1,1090,F,,Kienast,F Kienast,SE,SE,"Swiss Federal Institute for Forest, Snow and Landscape Research",,Birmensdorf,,Switzerland,CHE,,,,,,
LECO,1999,14,1,1091,Frans,,Klijn,Frans Klijn,SE,SE,WL Delft Hydraulics,missing,,,Netherlands,NLD,,,,,,
