ID,JOURNAL,YEAR,V,i,Month,Title,Name,Institution,Country,Gender
64,BiolCons,2012,145,1,1,SE,Barry W Brook,University of Adelaide,Australia,m
65,BiolCons,2012,145,1,1,SE,Tim Caro,University of California,USA,m
66,BiolCons,2012,145,1,1,SE,Regis Cereghino,University of Toulouse,France,m
67,BiolCons,2012,145,1,1,SE,John L Craig,University of Auckland,New Zealand,m
68,BiolCons,2012,145,1,1,SE,William Darwall,Freshwater Unit IUCN,UK,m
69,BiolCons,2012,145,1,1,SE,Eric Duffey,Chez Gouillard,France,m
70,BiolCons,2012,145,1,1,SE,Carlos Roberto Fonseca,UFRN Universidade Federal do Rio Grande do Norte,Brazil,m
71,BiolCons,2012,145,1,1,SE,Andrew B Gill,Cranfield University,UK,m
72,BiolCons,2012,145,1,1,SE,Lena Gustafsson,Swedish University of Agricultural Sciences,Sweden,f
73,BiolCons,2012,145,1,1,SE,Steve Hawkins,University of Southhampton,UK,m
74,BiolCons,2012,145,1,1,SE,Phil A R Hockey, Percy FitzPatrick Institute of African Ornithology,South Africa,m
75,BiolCons,2012,145,1,1,SE,Jose M Iriondo,Universidade Rey Juan Carlos,Spain,m
76,BiolCons,2012,145,1,1,SE,Keith Kirby,English Nature,UK,m
77,BiolCons,2012,145,1,1,SE,William F Laurance,STRI,Panama,m
78,BiolCons,2012,145,1,1,SE,Jean-Dominique Lebreton,CNRS Montellier,France,m
79,BiolCons,2012,145,1,1,SE,David B Lindenmayer,Australian National University,Australia,m
80,BiolCons,2012,145,1,1,SE,Karen R Lips,Southern Illinois University,USA,f
81,BiolCons,2012,145,1,1,SE,Rafael D Loyola,Universidade Federal de Goias,Brazil,m
82,BiolCons,2012,145,1,1,SE,Rob Marrs,School of Biological Sciences,UK,m
83,BiolCons,2012,145,1,1,SE,Jean Paul Metzger,University of Sao Paulo,Brazil,m
84,BiolCons,2012,145,1,1,SE,Brian Moss,University of Liverpool,UK,m
85,BiolCons,2012,145,1,1,SE,Peter B Moyle,University of California Davis,USA,m
86,BiolCons,2012,145,1,1,SE,Tim R New,La Trobe University,Australia,m
87,BiolCons,2012,145,1,1,SE,Peter Poschlod,University of Regensburg,Germany,m
88,BiolCons,2012,145,1,1,SE,Fred Rumsey,The Natural History Museum London,UK,m
89,BiolCons,2012,145,1,1,SE,Denis A Saunders,CSIRO Sustainable Ecosystems,Australia,m
90,BiolCons,2012,145,1,1,SE,Mark W Schwartz,University of California,USA,m
91,BiolCons,2012,145,1,1,SE,Cagan Sekercioglu,University of Utah,USA,m
92,BiolCons,2012,145,1,1,SE,Bo Soderstrom,Swedish University of Agricutural Sciences,Sweden,m
93,BiolCons,2012,145,1,1,SE,Tim Sparks,Centre for Ecology and Hydrology,UK,m
94,BiolCons,2012,145,1,1,SE,Andrea Taylor,Monash University,Australia,f
95,BiolCons,2012,145,1,1,SE,Stephen Waldren,Trinity College Botanic Garden,Ireland,m
96,BiolCons,2012,145,1,1,SE,Phill Watts,University of Liverpool,UK,m
97,BiolCons,2012,145,1,1,SE,Jeffrey Wielgus,World Resources Institute Washington,USA,m
98,BiolCons,2012,145,1,1,SE,Michael R Willig, University of Connecticut,USA,m
99,BiolCons,2012,145,1,1,SE,Andrew Young,CSIRO Division of Plant Industry,Australia,m
100,BiolCons,2011,144,1,1,EIC,Richard B Primack,Boston University,USA,m
101,BiolCons,2011,144,1,1,AE,Richard T Corlett,Chinese Academy of Sciences,China,m
102,BiolCons,2011,144,1,1,AE,Mark J Costello,University of Auckland,New Zealand,m
103,BiolCons,2011,144,1,1,AE,Mauro Galetti,UNESP Universidade Estadual Paulista,Brazil,m
104,BiolCons,2011,144,1,1,AE,Julie Lockwood,Rutgers University,USA,f
105,BiolCons,2011,144,1,1,AE,Daniel Oro,IMEDEA,Spain,m
106,BiolCons,2011,144,1,1,AE,Robin Pakeman,Macaulay Land Use Research Institute,UK,m
107,BiolCons,2011,144,1,1,AE,Andrew S Pullin,University of Wales,UK,m
108,BiolCons,2011,144,1,1,AE,Navjot S Sodhi,National University of Singapore,Republic of Singapore,m
109,BiolCons,2011,144,1,1,BRE,Dave Aplin,Botanical Values,UK,m
110,BiolCons,2011,144,1,1,SE,Barry W Brook,University of Adelaide,Australia,m
111,BiolCons,2011,144,1,1,SE,Mark A Burgman,University of Melbourne,Australia,m
112,BiolCons,2011,144,1,1,SE,Tim Caro,University of California,USA,m
113,BiolCons,2011,144,1,1,SE,Regis Cereghino,University of Toulouse,France,m
114,BiolCons,2011,144,1,1,SE,John L Craig,University of Auckland,New Zealand,m
115,BiolCons,2011,144,1,1,SE,B N K Davis,Brook House Cambridge,UK,na
116,BiolCons,2011,144,1,1,SE,Eric Duffey,Chez Gouillard,France,m
117,BiolCons,2011,144,1,1,SE,Lena Gustafsson,Swedish University of Agricultural Sciences,Sweden,f
118,BiolCons,2011,144,1,1,SE,Steve Hawkins,University of Southhampton,UK,m
119,BiolCons,2011,144,1,1,SE,Phil A R Hockey, Percy FitzPatrick Institute of African Ornithology,South Africa,m
120,BiolCons,2011,144,1,1,SE,Jose M Iriondo,Universidade Rey Juan Carlos,Spain,m
121,BiolCons,2011,144,1,1,SE,Keith Kirby,English Nature,UK,m
122,BiolCons,2011,144,1,1,SE,William F Laurance,STRI,Panama,m
123,BiolCons,2011,144,1,1,SE,Jean-Dominique Lebreton,CNRS Montellier,France,m
124,BiolCons,2011,144,1,1,SE,David B Lindenmayer,Australian National University,Australia,m
125,BiolCons,2011,144,1,1,SE,Karen R Lips,Southern Illinois University,USA,f
126,BiolCons,2011,144,1,1,SE,Rob Marrs,School of Biological Sciences,UK,m
127,BiolCons,2011,144,1,1,SE,Brian Moss,University of Liverpool,UK,m
128,BiolCons,2011,144,1,1,SE,Peter B Moyle,University of California Davis,USA,m
129,BiolCons,2011,144,1,1,SE,Tim R New,La Trobe University,Australia,m
130,BiolCons,2011,144,1,1,SE,Peter Poschlod,University of Regensburg,Germany,m
131,BiolCons,2011,144,1,1,SE,Fred Rumsey,The Natural History Museum London,UK,m
132,BiolCons,2011,144,1,1,SE,Denis A Saunders,CSIRO Sustainable Ecosystems,Australia,m
133,BiolCons,2011,144,1,1,SE,Mark W Schwartz,University of California,USA,m
134,BiolCons,2011,144,1,1,SE,Tim Sparks,Centre for Ecology and Hydrology,UK,m
135,BiolCons,2011,144,1,1,SE,Andrea Taylor,Monash University,Australia,f
136,BiolCons,2011,144,1,1,SE,Stephen Waldren,Trinity College Botanic Garden,Ireland,m
137,BiolCons,2011,144,1,1,SE,Phill Watts,University of Liverpool,UK,m
138,BiolCons,2011,144,1,1,SE,Jeffrey Wielgus,World Resources Institute Washington,USA,m
139,BiolCons,2011,144,1,1,SE,Michael R Willig, University of Connecticut,USA,m
140,BiolCons,2011,144,1,1,SE,Andrew Young,CSIRO Division of Plant Industry,Australia,m
141,BiolCons,2010,143,1,1,EIC,Richard B Primack,Boston University,USA,m
142,BiolCons,2010,143,1,1,AE,Richard T Corlett,Chinese Academy of Sciences,China,m
143,BiolCons,2010,143,1,1,AE,Markus Fischer,University of Bern,Switzerland,na
144,BiolCons,2010,143,1,1,AE,Andrew B Gill,Cranfield University,UK,m
145,BiolCons,2010,143,1,1,AE,Julie Lockwood,Rutgers University,USA,f
146,BiolCons,2010,143,1,1,AE,Jean Paul Metzger,University of Sao Paulo,Brazil,m
147,BiolCons,2010,143,1,1,AE,Bo Soderstrom,Swedish University of Agricutural Sciences,Sweden,m
148,BiolCons,2010,143,1,1,AE,Andrew S Pullin,University of Wales,UK,m
149,BiolCons,2010,143,1,1,AE,Navjot S Sodhi,National University of Singapore,Republic of Singapore,m
150,BiolCons,2010,143,1,1,BRE,Barry Meatyard,University of Warwick,UK,m
151,BiolCons,2010,143,1,1,SE,Barry W Brook,University of Adelaide,Australia,m
152,BiolCons,2010,143,1,1,SE,Mark A Burgman,University of Melbourne,Australia,m
153,BiolCons,2010,143,1,1,SE,Tim Caro,University of California,USA,m
154,BiolCons,2010,143,1,1,SE,Regis Cereghino,University of Toulouse,France,m
155,BiolCons,2010,143,1,1,SE,John L Craig,University of Auckland,New Zealand,m
156,BiolCons,2010,143,1,1,SE,B N K Davis,Brook House Cambridge,UK,na
157,BiolCons,2010,143,1,1,SE,Eric Duffey,Chez Gouillard,France,m
158,BiolCons,2010,143,1,1,SE,Lena Gustafsson,Swedish University of Agricultural Sciences,Sweden,f
159,BiolCons,2010,143,1,1,SE,Steve Hawkins,University of Southhampton,UK,m
160,BiolCons,2010,143,1,1,SE,Phil A R Hockey, Percy FitzPatrick Institute of African Ornithology,South Africa,m
161,BiolCons,2010,143,1,1,SE,Jose M Iriondo,Universidade Rey Juan Carlos,Spain,m
162,BiolCons,2010,143,1,1,SE,Keith Kirby,English Nature,UK,m
163,BiolCons,2010,143,1,1,SE,William F Laurance,STRI,Panama,m
164,BiolCons,2010,143,1,1,SE,David B Lindenmayer,Australian National University,Australia,m
165,BiolCons,2010,143,1,1,SE,Karen R Lips,Southern Illinois University,USA,f
166,BiolCons,2010,143,1,1,SE,Rob Marrs,School of Biological Sciences,UK,m
167,BiolCons,2010,143,1,1,SE,Brian Moss,University of Liverpool,UK,m
168,BiolCons,2010,143,1,1,SE,Peter B Moyle,University of California Davis,USA,m
169,BiolCons,2010,143,1,1,SE,Tim R New,La Trobe University,Australia,m
170,BiolCons,2010,143,1,1,SE,Peter Poschlod,University of Regensburg,Germany,m
171,BiolCons,2010,143,1,1,SE,Fred Rumsey,The Natural History Museum London,UK,m
172,BiolCons,2010,143,1,1,SE,Denis A Saunders,CSIRO Sustainable Ecosystems,Australia,m
173,BiolCons,2010,143,1,1,SE,Mark W Schwartz,University of California,USA,m
174,BiolCons,2010,143,1,1,SE,Tim Sparks,Centre for Ecology and Hydrology,UK,m
175,BiolCons,2010,143,1,1,SE,Andrea Taylor,Monash University,Australia,f
176,BiolCons,2010,143,1,1,SE,Stephen Waldren,Trinity College Botanic Garden,Ireland,m
177,BiolCons,2010,143,1,1,SE,Phill Watts,University of Liverpool,UK,m
178,BiolCons,2010,143,1,1,SE,Jeffrey Wielgus,World Resources Institute Washington,USA,m
179,BiolCons,2010,143,1,1,SE,Michael R Willig, University of Connecticut,USA,m
180,BiolCons,2010,143,1,1,SE,R Gerald Wright,University of Idaho,USA,m
181,BiolCons,2010,143,1,1,SE,Andrew Young,CSIRO Division of Plant Industry,Australia,m
182,BiolCons,2009,142,1,1,EIC,Richard B Primack,Boston University,USA,m
183,BiolCons,2009,142,1,1,AE,Richard T Corlett,Chinese Academy of Sciences,China,m
184,BiolCons,2009,142,1,1,AE,Andrew B Gill,Cranfield University,UK,m
185,BiolCons,2009,142,1,1,AE,Rob Marrs,School of Biological Sciences,UK,m
186,BiolCons,2009,142,1,1,AE,Jean Paul Metzger,University of Sao Paulo,Brazil,m
187,BiolCons,2009,142,1,1,AE,Andrew S Pullin,University of Wales,UK,m
188,BiolCons,2009,142,1,1,AE,Navjot S Sodhi,National University of Singapore,Republic of Singapore,m
189,BiolCons,2009,142,1,1,AE,Kimberly A With,Kansas State University,USA,f
190,BiolCons,2009,142,1,1,BRE,Barry Meatyard,University of Warwick,UK,m
191,BiolCons,2009,142,1,1,SE,Mark A Burgman,University of Melbourne,Australia,m
192,BiolCons,2009,142,1,1,SE,Tim Caro,University of California,USA,m
193,BiolCons,2009,142,1,1,SE,John L Craig,University of Auckland,New Zealand,m
194,BiolCons,2009,142,1,1,SE,B N K Davis,Brook House Cambridge,UK,na
195,BiolCons,2009,142,1,1,SE,Eric Duffey,Chez Gouillard,France,m
196,BiolCons,2009,142,1,1,SE,Jeremy Greenwood,CREEM University of St Andrews,Fife,m
197,BiolCons,2009,142,1,1,SE,Lena Gustafsson,Swedish University of Agricultural Sciences,Sweden,f
198,BiolCons,2009,142,1,1,SE,Steve Hawkins,University of Southhampton,UK,m
199,BiolCons,2009,142,1,1,SE,Phil A R Hockey, Percy FitzPatrick Institute of African Ornithology,South Africa,m
200,BiolCons,2009,142,1,1,SE,Jose M Iriondo,Universidade Rey Juan Carlos,Spain,m
201,BiolCons,2009,142,1,1,SE,Robert L Jefferies,University of Toronto,Canada,m
202,BiolCons,2009,142,1,1,SE,Keith Kirby,English Nature,UK,m
203,BiolCons,2009,142,1,1,SE,William F Laurance,STRI,Panama,m
204,BiolCons,2009,142,1,1,SE,David B Lindenmayer,Australian National University,Australia,m
205,BiolCons,2009,142,1,1,SE,Karen R Lips,Southern Illinois University,USA,f
206,BiolCons,2009,142,1,1,SE,Brian Moss,University of Liverpool,UK,m
207,BiolCons,2009,142,1,1,SE,Peter B Moyle,University of California Davis,USA,m
208,BiolCons,2009,142,1,1,SE,Tim R New,La Trobe University,Australia,m
209,BiolCons,2009,142,1,1,SE,George F Peterken,Lydney,UK,m
210,BiolCons,2009,142,1,1,SE,Peter Poschlod,University of Regensburg,Germany,m
211,BiolCons,2009,142,1,1,SE,Bob Pressey,University of Queensland,Australia,m
212,BiolCons,2009,142,1,1,SE,Fred Rumsey,The Natural History Museum London,UK,m
213,BiolCons,2009,142,1,1,SE,Denis A Saunders,CSIRO Sustainable Ecosystems,Australia,m
214,BiolCons,2009,142,1,1,SE,Mark W Schwartz,University of California,USA,m
215,BiolCons,2009,142,1,1,SE,Tim Sparks,Centre for Ecology and Hydrology,UK,m
216,BiolCons,2009,142,1,1,SE,Andrea Taylor,Monash University,Australia,f
217,BiolCons,2009,142,1,1,SE,Stephen Waldren,Trinity College Botanic Garden,Ireland,m
218,BiolCons,2009,142,1,1,SE,Phill Watts,University of Liverpool,UK,m
219,BiolCons,2009,142,1,1,SE,Michael R Willig, University of Connecticut,USA,m
220,BiolCons,2009,142,1,1,SE,R Gerald Wright,University of Idaho,USA,m
221,BiolCons,2009,142,1,1,SE,Andrew Young,CSIRO Division of Plant Industry,Australia,m
222,BiolCons,2008,141,1,1,EIC,Richard B Primack,Boston University,USA,m
223,BiolCons,2008,141,1,1,AE,Richard T Corlett,Chinese Academy of Sciences,China,m
224,BiolCons,2008,141,1,1,AE,Andrew B Gill,Cranfield University,UK,m
225,BiolCons,2008,141,1,1,AE,Rob Marrs,School of Biological Sciences,UK,m
226,BiolCons,2008,141,1,1,AE,Jean Paul Metzger,University of Sao Paulo,Brazil,m
227,BiolCons,2008,141,1,1,AE,Andrew S Pullin,University of Wales,UK,m
228,BiolCons,2008,141,1,1,AE,Kimberly A With,Kansas State University,USA,f
229,BiolCons,2008,141,1,1,BRE,Barry Meatyard,University of Warwick,UK,m
230,BiolCons,2008,141,1,1,SE,Mark A Burgman,University of Melbourne,Australia,m
231,BiolCons,2008,141,1,1,SE,Tim Caro,University of California,USA,m
232,BiolCons,2008,141,1,1,SE,John L Craig,University of Auckland,New Zealand,m
233,BiolCons,2008,141,1,1,SE,B N K Davis,Brook House Cambridge,UK,na
234,BiolCons,2008,141,1,1,SE,Eric Duffey,Chez Gouillard,France,m
235,BiolCons,2008,141,1,1,SE,Jeremy Greenwood,CREEM University of St Andrews,Fife,m
236,BiolCons,2008,141,1,1,SE,Lena Gustafsson,Swedish University of Agricultural Sciences,Sweden,f
237,BiolCons,2008,141,1,1,SE,Steve Hawkins,University of Southhampton,UK,m
238,BiolCons,2008,141,1,1,SE,Phil A R Hockey, Percy FitzPatrick Institute of African Ornithology,South Africa,m
239,BiolCons,2008,141,1,1,SE,Jose M Iriondo,Universidade Rey Juan Carlos,Spain,m
240,BiolCons,2008,141,1,1,SE,Robert L Jefferies,University of Toronto,Canada,m
241,BiolCons,2008,141,1,1,SE,Keith Kirby,English Nature,UK,m
242,BiolCons,2008,141,1,1,SE,William F Laurance,STRI,Panama,m
243,BiolCons,2008,141,1,1,SE,David B Lindenmayer,Australian National University,Australia,m
244,BiolCons,2008,141,1,1,SE,Karen R Lips,Southern Illinois University,USA,f
245,BiolCons,2008,141,1,1,SE,Brian Moss,University of Liverpool,UK,m
246,BiolCons,2008,141,1,1,SE,Peter B Moyle,University of California Davis,USA,m
247,BiolCons,2008,141,1,1,SE,Tim R New,La Trobe University,Australia,m
248,BiolCons,2008,141,1,1,SE,George F Peterken,Lydney,UK,m
249,BiolCons,2008,141,1,1,SE,Peter Poschlod,University of Regensburg,Germany,m
250,BiolCons,2008,141,1,1,SE,Bob Pressey,University of Queensland,Australia,m
251,BiolCons,2008,141,1,1,SE,Fred Rumsey,The Natural History Museum London,UK,m
252,BiolCons,2008,141,1,1,SE,Denis A Saunders,CSIRO Sustainable Ecosystems,Australia,m
253,BiolCons,2008,141,1,1,SE,Mark W Schwartz,University of California,USA,m
254,BiolCons,2008,141,1,1,SE,Tim Sparks,Centre for Ecology and Hydrology,UK,m
255,BiolCons,2008,141,1,1,SE,Andrea Taylor,Monash University,Australia,f
256,BiolCons,2008,141,1,1,SE,Stephen Waldren,Trinity College Botanic Garden,Ireland,m
257,BiolCons,2008,141,1,1,SE,Phill Watts,University of Liverpool,UK,m
258,BiolCons,2008,141,1,1,SE,Michael R Willig, University of Connecticut,USA,m
259,BiolCons,2008,141,1,1,SE,R Gerald Wright,University of Idaho,USA,m
260,BiolCons,2008,141,1,1,SE,Andrew Young,CSIRO Division of Plant Industry,Australia,m
261,BiolCons,2007,134,1,1,EIC,Rob Marrs,School of Biological Sciences,UK,m
262,BiolCons,2007,134,1,1,AE,Andrew B Gill,Cranfield University,UK,m
263,BiolCons,2007,134,1,1,AE,Richard B Primack,Boston University,USA,m
264,BiolCons,2007,134,1,1,AE,Denis A Saunders,CSIRO Sustainable Ecosystems,Australia,m
265,BiolCons,2007,134,1,1,AE,Jean Paul Metzger,University of Sao Paulo,Brazil,m
266,BiolCons,2007,134,1,1,AE,Andrew S Pullin,University of Wales,UK,m
267,BiolCons,2007,134,1,1,AE,Kimberly A With,Kansas State University,USA,f
268,BiolCons,2007,134,1,1,BRE,Barry Meatyard,University of Warwick,UK,m
269,BiolCons,2007,134,1,1,SE,Sandy Andelman,University of California,USA,f
270,BiolCons,2007,134,1,1,SE,Mark A Burgman,University of Melbourne,Australia,m
271,BiolCons,2007,134,1,1,SE,Tim Caro,University of California,USA,m
272,BiolCons,2007,134,1,1,SE,Fabio Cassola,Via F Tomassucci Rome,Italy,m
273,BiolCons,2007,134,1,1,SE,John L Craig,University of Auckland,New Zealand,m
274,BiolCons,2007,134,1,1,SE,B N K Davis,Brook House Cambridge,UK,na
275,BiolCons,2007,134,1,1,SE,Eric Duffey,Chez Gouillard,France,m
276,BiolCons,2007,134,1,1,SE,Jeremy Greenwood,CREEM University of St Andrews,Fife,m
277,BiolCons,2007,134,1,1,SE,Lena Gustafsson,Swedish University of Agricultural Sciences,Sweden,f
278,BiolCons,2007,134,1,1,SE,John Harwood,Natural Environment Research Council,UK,m
279,BiolCons,2007,134,1,1,SE,Steve Hawkins,University of Southhampton,UK,m
280,BiolCons,2007,134,1,1,SE,Phil A R Hockey, Percy FitzPatrick Institute of African Ornithology,South Africa,m
281,BiolCons,2007,134,1,1,SE,Jose M Iriondo,Universidade Rey Juan Carlos,Spain,m
282,BiolCons,2007,134,1,1,SE,Robert L Jefferies,University of Toronto,Canada,m
283,BiolCons,2007,134,1,1,SE,A J T Johnsingh,Wildlife Institute of India,India,m
284,BiolCons,2007,134,1,1,SE,Keith Kirby,English Nature,UK,m
285,BiolCons,2007,134,1,1,SE,William F Laurance,STRI,Panama,m
286,BiolCons,2007,134,1,1,SE,David B Lindenmayer,Australian National University,Australia,m
287,BiolCons,2007,134,1,1,SE,Karen R Lips,Southern Illinois University,USA,f
288,BiolCons,2007,134,1,1,SE,Brian Moss,University of Liverpool,UK,m
289,BiolCons,2007,134,1,1,SE,Peter B Moyle,University of California Davis,USA,m
290,BiolCons,2007,134,1,1,SE,Tim R New,La Trobe University,Australia,m
291,BiolCons,2007,134,1,1,SE,George F Peterken,Lydney,UK,m
292,BiolCons,2007,134,1,1,SE,Peter Poschlod,University of Regensburg,Germany,m
293,BiolCons,2007,134,1,1,SE,Bob Pressey,University of Queensland,Australia,m
294,BiolCons,2007,134,1,1,SE,François Ramade,Universite de Paris-Sud,France,m
295,BiolCons,2007,134,1,1,SE,Fred Rumsey,The Natural History Museum London,UK,m
296,BiolCons,2007,134,1,1,SE,Mark W Schwartz,University of California,USA,m
297,BiolCons,2007,134,1,1,SE,Michael J Scott,University of Idaho,USA,m
298,BiolCons,2007,134,1,1,SE,Andrea Taylor,Monash University,Australia,f
299,BiolCons,2007,134,1,1,SE,Stephen Waldren,Trinity College Botanic Garden,Ireland,m
300,BiolCons,2007,134,1,1,SE,Michael R Willig, University of Connecticut,USA,m
301,BiolCons,2007,134,1,1,SE,R Gerald Wright,University of Idaho,USA,m
302,BiolCons,2007,134,1,1,SE,Andrew Young,CSIRO Division of Plant Industry,Australia,m
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
