JOURNAL,YEAR,VOLUME,ISSUE,editor_id,FIRST_NAME,MIDDLE_NAME,LAST_NAME,NAME,TITLE.x,CATEGORY,Inst_Prior_Class,INST,UNIT,CITY,STATE,COUNTRY,geo.code
PLANTECOL,1985,58,3,2281,Mike,P,Austin,Mike P Austin,Editor,SE,CSIRO,City_Only,,Canberra,,Australia,AUS
PLANTECOL,1985,58,3,1457,James,S,Beard,James S Beard,Editor,SE,Vegetation Survey of Western Australia,City_Only,,Applecross,Western Australia,Australia,AUS
PLANTECOL,1985,58,3,2993,Reinhard,,Bornkamm,Reinhard Bornkamm,Editor,SE,,City_Only,,Berlin,,Germany,DEU
PLANTECOL,1985,58,3,2340,Michael,B,Dale,Michael B Dale,Editor,SE,CSIRO,City_Only,,St. Lucia,Queensland,Australia,AUS
PLANTECOL,1985,58,3,49,Antoni,WH,Damman,Antoni WH Damman,Editor,SE,University of Connecticut,City_Only,,Storrs,Connecticut,United States,USA
PLANTECOL,1985,58,3,1593,Jean-Marie,,Gehu,Jean-Marie Gehu,Editor,SE,,City_Only,,Paris,,France,FRA
PLANTECOL,1985,58,3,460,Charles,H,Gimingham,Charles H Gimingham,Editor,SE,,City_Only,,Aberdeen,,UK,GBR
PLANTECOL,1985,58,3,705,David,C,Glenn-Lewin,David C Glenn-Lewin,Editor,SE,Iowa State University,City_Only,,Ames,Iowa,United States,USA
PLANTECOL,1985,58,3,2818,Peter,J,Grubb,Peter J Grubb,Editor,SE,,City_Only,,Cambridge,,UK,GBR
PLANTECOL,1985,58,3,3749,Wolfgang,,Holzner,Wolfgang Holzner,Editor,SE,,City_Only,,Vienna,,Austria,AUT
PLANTECOL,1985,58,3,1092,Frank,,Klotzli,Frank Klotzli,Editor,SE,,City_Only,,Z™rich,,Switzerland,CHE
PLANTECOL,1985,58,3,139,Ariel,E,Lugo,Ariel E Lugo,Editor,SE,USDA Forest Service,City_Only,,Rio Piedras,,Puerto Rico,PRI
PLANTECOL,1985,58,3,3190,Robert,K,Peet,Robert K Peet,Editor,SE,University of North Carolina at Chapel Hill,City_Only,,Chapel Hill,North Carolina,United States,USA
PLANTECOL,1985,58,3,1415,Iain,C,Prentice,Iain C Prentice,Editor,SE,Uppsala University,City_Only,,Uppsala,,Sweden,SWE
PLANTECOL,1985,58,3,216,Argenta,A,Titlyanova,Argenta A Titlyanova,Editor,SE,Siberian Branch of the Academy of Sciences,City_Only,,Novosibirsk,,USSR,RUS
PLANTECOL,1985,58,3,1035,Eddy,,VanDerMaarel,Eddy VanDerMaarel,EIC,EIC,,City_Only,,Uppsala,,Sweden,SWE
PLANTECOL,1985,58,3,2604,Marinus,JA,Werger,Marinus JA Werger,Editor,SE,,City_Only,,Utrecht,,Netherlands,NLD
PLANTECOL,1985,58,3,3911,James,,White,James White,Editor,SE,,City_Only,,Dublin,,Ireland,IRL
PLANTECOL,1986,64,NA,2281,Mike,P,Austin,Mike P Austin,Editor,SE,CSIRO,City_Only,,,,Australia,AUS
PLANTECOL,1986,64,NA,1457,James,S,Beard,James S Beard,Editor,SE,Vegetation Survey of Western Australia,City_Only,,,,Australia,AUS
PLANTECOL,1986,64,NA,2993,Reinhard,,Bornkamm,Reinhard Bornkamm,Editor,SE,,City_Only,,,,Germany,DEU
PLANTECOL,1986,64,NA,2340,Michael,B,Dale,Michael B Dale,Editor,SE,CSIRO,City_Only,,,,Australia,AUS
PLANTECOL,1986,64,NA,49,Antoni,WH,Damman,Antoni WH Damman,Editor,SE,University of Connecticut,City_Only,,,,United States,USA
PLANTECOL,1986,64,NA,1593,Jean-Marie,,Gehu,Jean-Marie Gehu,Editor,SE,,City_Only,,,,France,FRA
PLANTECOL,1986,64,NA,460,Charles,H,Gimingham,Charles H Gimingham,Editor,SE,,City_Only,,,,UK,GBR
PLANTECOL,1986,64,NA,705,David,C,Glenn-Lewin,David C Glenn-Lewin,Editor,SE,Iowa State University,City_Only,,,,United States,USA
PLANTECOL,1986,64,NA,2818,Peter,J,Grubb,Peter J Grubb,Editor,SE,,City_Only,,,,UK,GBR
PLANTECOL,1986,64,NA,3749,Wolfgang,,Holzner,Wolfgang Holzner,Editor,SE,,City_Only,,,,Austria,AUT
PLANTECOL,1986,64,NA,1092,Frank,,Klotzli,Frank Klotzli,Editor,SE,,City_Only,,,,Switzerland,CHE
PLANTECOL,1986,64,NA,139,Ariel,E,Lugo,Ariel E Lugo,Editor,SE,USDA Forest Service,City_Only,,,,Puerto Rico,PRI
PLANTECOL,1986,64,NA,3190,Robert,K,Peet,Robert K Peet,Editor,SE,University of North Carolina at Chapel Hill,City_Only,,,,United States,USA
PLANTECOL,1986,64,NA,1415,Iain,C,Prentice,Iain C Prentice,Editor,SE,Uppsala University,City_Only,,,,Sweden,SWE
PLANTECOL,1986,64,NA,216,Argenta,A,Titlyanova,Argenta A Titlyanova,Editor,SE,Siberian Branch of the Academy of Sciences,City_Only,,,,USSR,RUS
PLANTECOL,1986,64,NA,1035,Eddy,,VanDerMaarel,Eddy VanDerMaarel,EIC,EIC,,City_Only,,,,Sweden,SWE
PLANTECOL,1986,64,NA,2604,Marinus,JA,Werger,Marinus JA Werger,Editor,SE,,City_Only,,,,Netherlands,NLD
PLANTECOL,1986,64,NA,3911,James,,White,James White,Editor,SE,,City_Only,,,,Ireland,IRL
PLANTECOL,1987,68,3,2281,Mike,P,Austin,Mike P Austin,Editor,SE,CSIRO,City_Only,,,,Australia,AUS
PLANTECOL,1987,68,3,1457,James,S,Beard,James S Beard,Editor,SE,Vegetation Survey of Western Australia,City_Only,,,,Australia,AUS
PLANTECOL,1987,68,3,2993,Reinhard,,Bornkamm,Reinhard Bornkamm,Editor,SE,,City_Only,,,,Germany,DEU
PLANTECOL,1987,68,3,2340,Michael,B,Dale,Michael B Dale,Editor,SE,CSIRO,City_Only,,,,Australia,AUS
PLANTECOL,1987,68,3,49,Antoni,WH,Damman,Antoni WH Damman,Editor,SE,University of Connecticut,City_Only,,,,United States,USA
PLANTECOL,1987,68,3,2345,Max,,Debussche,Max Debussche,Editor,SE,,City_Only,,Montpellier,,France,FRA
PLANTECOL,1987,68,3,1593,Jean-Marie,,Gehu,Jean-Marie Gehu,Editor,SE,,City_Only,,,,France,FRA
PLANTECOL,1987,68,3,460,Charles,H,Gimingham,Charles H Gimingham,Editor,SE,,City_Only,,,,UK,GBR
PLANTECOL,1987,68,3,705,David,C,Glenn-Lewin,David C Glenn-Lewin,Editor,SE,Iowa State University,City_Only,,,,United States,USA
PLANTECOL,1987,68,3,3749,Wolfgang,,Holzner,Wolfgang Holzner,Editor,SE,,City_Only,,,,Austria,AUT
PLANTECOL,1987,68,3,1092,Frank,,Klotzli,Frank Klotzli,Editor,SE,,City_Only,,,,Switzerland,CHE
PLANTECOL,1987,68,3,139,Ariel,E,Lugo,Ariel E Lugo,Editor,SE,USDA Forest Service,City_Only,,,,Puerto Rico,PRI
PLANTECOL,1987,68,3,3190,Robert,K,Peet,Robert K Peet,Editor,SE,University of North Carolina at Chapel Hill,City_Only,,,,United States,USA
PLANTECOL,1987,68,3,1117,Francisco,D,Pineda,Francisco D Pineda,Editor,SE,Universidad Complutense,City_Only,,Madrid,,Spain,ESP
PLANTECOL,1987,68,3,1415,Iain,C,Prentice,Iain C Prentice,Editor,SE,Uppsala University,City_Only,,,,Sweden,SWE
PLANTECOL,1987,68,3,216,Argenta,A,Titlyanova,Argenta A Titlyanova,Editor,SE,Siberian Branch of the Academy of Sciences,City_Only,,,,USSR,RUS
PLANTECOL,1987,68,3,1035,Eddy,,VanDerMaarel,Eddy VanDerMaarel,EIC,EIC,,City_Only,,,,Sweden,SWE
PLANTECOL,1987,68,3,2604,Marinus,JA,Werger,Marinus JA Werger,Editor,SE,,City_Only,,,,Netherlands,NLD
PLANTECOL,1987,68,3,3911,James,,White,James White,Editor,SE,,City_Only,,,,Ireland,IRL
PLANTECOL,1988,73,2,2281,Mike,P,Austin,Mike P Austin,Editor,SE,CSIRO,City_Only,,,,Australia,AUS
PLANTECOL,1988,73,2,1457,James,S,Beard,James S Beard,Editor,SE,Vegetation Survey of Western Australia,City_Only,,,,Australia,AUS
PLANTECOL,1988,73,2,2993,Reinhard,,Bornkamm,Reinhard Bornkamm,Editor,SE,,City_Only,,Wageningen,,Germany,DEU
PLANTECOL,1988,73,2,2340,Michael,B,Dale,Michael B Dale,Editor,SE,CSIRO,City_Only,,,,Australia,AUS
PLANTECOL,1988,73,2,49,Antoni,WH,Damman,Antoni WH Damman,Editor,SE,University of Connecticut,City_Only,,,,United States,USA
PLANTECOL,1988,73,2,2345,Max,,Debussche,Max Debussche,Editor,SE,,City_Only,,,,France,FRA
PLANTECOL,1988,73,2,1593,Jean-Marie,,Gehu,Jean-Marie Gehu,Editor,SE,,City_Only,,,,France,FRA
PLANTECOL,1988,73,2,460,Charles,H,Gimingham,Charles H Gimingham,Editor,SE,,City_Only,,,,UK,GBR
PLANTECOL,1988,73,2,705,David,C,Glenn-Lewin,David C Glenn-Lewin,Editor,SE,Iowa State University,City_Only,,,,United States,USA
PLANTECOL,1988,73,2,3091,Richard,J,Hobbs,Richard J Hobbs,Editor,SE,CSIRO,City_Only,,Midland,,Australia,AUS
PLANTECOL,1988,73,2,139,Ariel,E,Lugo,Ariel E Lugo,Editor,SE,USDA Forest Service,City_Only,,,,Puerto Rico,PRI
PLANTECOL,1988,73,2,3190,Robert,K,Peet,Robert K Peet,Editor,SE,University of North Carolina at Chapel Hill,City_Only,,,,United States,USA
PLANTECOL,1988,73,2,3437,Steward,TA,Pickett,Steward TA Pickett,Editor,SE,New York Botanical Garden,City_Only,,Millbrook,,United States,USA
PLANTECOL,1988,73,2,1117,Francisco,D,Pineda,Francisco D Pineda,Editor,SE,Universidad Complutense,City_Only,,,,Spain,ESP
PLANTECOL,1988,73,2,1415,Iain,C,Prentice,Iain C Prentice,Editor,SE,Uppsala University,City_Only,,,,Sweden,SWE
PLANTECOL,1988,73,2,1849,Jelte,,Rozema,Jelte Rozema,Editor,SE,,City_Only,,Amsterdam,,The Netherlands,NLD
PLANTECOL,1988,73,2,576,Cajo,JF,TerBraak,Cajo JF TerBraak,Editor,SE,Wageningen University,City_Only,,,,The Netherlands,NLD
PLANTECOL,1988,73,2,216,Argenta,A,Titlyanova,Argenta A Titlyanova,Editor,SE,Siberian Branch of the Academy of Sciences,City_Only,,,,USSR,RUS
PLANTECOL,1988,73,2,1035,Eddy,,VanDerMaarel,Eddy VanDerMaarel,EIC,EIC,,City_Only,,,,Sweden,SWE
PLANTECOL,1988,73,2,2604,Marinus,JA,Werger,Marinus JA Werger,Editor,SE,,City_Only,,,,Netherlands,NLD
PLANTECOL,1988,73,2,3911,James,,White,James White,Editor,SE,,City_Only,,,,Ireland,IRL
PLANTECOL,1988,73,2,3658,Timothy,C,Whitmore,Timothy C Whitmore,Editor,SE,,City_Only,,Oxford,,UK,GBR
PLANTECOL,1989,80,1,2993,Reinhard,,Bornkamm,Reinhard Bornkamm,Editor,SE,,City_Only,,,,Germany,DEU
PLANTECOL,1989,80,1,2340,Michael,B,Dale,Michael B Dale,Editor,SE,CSIRO,City_Only,,Brisbane,,Australia,AUS
PLANTECOL,1989,80,1,49,Antoni,WH,Damman,Antoni WH Damman,Editor,SE,University of Connecticut,City_Only,,,,United States,USA
PLANTECOL,1989,80,1,2345,Max,,Debussche,Max Debussche,Editor,SE,,City_Only,,,,France,FRA
PLANTECOL,1989,80,1,460,Charles,H,Gimingham,Charles H Gimingham,Editor,SE,,City_Only,,,,UK,GBR
PLANTECOL,1989,80,1,705,David,C,Glenn-Lewin,David C Glenn-Lewin,Editor,SE,Iowa State University,City_Only,,,,United States,USA
PLANTECOL,1989,80,1,3091,Richard,J,Hobbs,Richard J Hobbs,Editor,SE,CSIRO,City_Only,,Perth,,Australia,AUS
PLANTECOL,1989,80,1,139,Ariel,E,Lugo,Ariel E Lugo,Editor,SE,USDA Forest Service,City_Only,,,,Puerto Rico,PRI
PLANTECOL,1989,80,1,2868,Peter,R,Minchin,Peter R Minchin,Editor,SE,CSIRO,City_Only,,Canberra,,Australia,AUS
PLANTECOL,1989,80,1,1789,Jari,,Oksanen,Jari Oksanen,Editor,SE,,City_Only,,Kuopio,,Finland,FIN
PLANTECOL,1989,80,1,3190,Robert,K,Peet,Robert K Peet,Editor,SE,University of North Carolina at Chapel Hill,City_Only,,,,United States,USA
PLANTECOL,1989,80,1,3437,Steward,TA,Pickett,Steward TA Pickett,Editor,SE,New York Botanical Garden,City_Only,,,,United States,USA
PLANTECOL,1989,80,1,1117,Francisco,D,Pineda,Francisco D Pineda,Editor,SE,Universidad Complutense,City_Only,,,,Spain,ESP
PLANTECOL,1989,80,1,1415,Iain,C,Prentice,Iain C Prentice,Editor,SE,Uppsala University,City_Only,,,,Sweden,SWE
PLANTECOL,1989,80,1,1849,Jelte,,Rozema,Jelte Rozema,Editor,SE,,City_Only,,,,The Netherlands,NLD
PLANTECOL,1989,80,1,576,Cajo,JF,TerBraak,Cajo JF TerBraak,Editor,SE,Wageningen University,City_Only,,,,The Netherlands,NLD
PLANTECOL,1989,80,1,216,Argenta,A,Titlyanova,Argenta A Titlyanova,Editor,SE,Siberian Branch of the Academy of Sciences,City_Only,,,,USSR,RUS
PLANTECOL,1989,80,1,1035,Eddy,,VanDerMaarel,Eddy VanDerMaarel,EIC,EIC,,City_Only,,,,Sweden,SWE
PLANTECOL,1989,80,1,3652,Thomas,T,Veblen,Thomas T Veblen,Editor,SE,University of Colorado,City_Only,,Boulder,Colorado,United States,USA
PLANTECOL,1989,80,1,2604,Marinus,JA,Werger,Marinus JA Werger,Editor,SE,,City_Only,,,,Netherlands,NLD
PLANTECOL,1989,80,1,3911,James,,White,James White,Editor,SE,,City_Only,,,,Ireland,IRL
PLANTECOL,1989,80,1,3658,Timothy,C,Whitmore,Timothy C Whitmore,Editor,SE,,City_Only,,,,UK,GBR
PLANTECOL,1990,86,1,937,Elgene,O,Box,Elgene O Box,Editor,SE,,University of Georgia,Geography Department,Athens,Georgia,United States,USA
PLANTECOL,1990,86,1,1542,James,K,Detling,James K Detling,Editor,SE,,Colorado State University,Natural Resource Ecology Laboratory,Fort Collins,Colorado,United States,USA
PLANTECOL,1990,86,1,2006,Kazue,,Fujiwara,Kazue Fujiwara,Editor,SE,,Yokohama National University,"Department of Vegetation Science, Institute of Environmental Science & Technology",Yokohama,,Japan,JPN
PLANTECOL,1990,86,1,705,David,C,Glenn-Lewin,David C Glenn-Lewin,Associate.Editor,AE,,Iowa State University,Department of Botany,Ames,Iowa,United States,USA
PLANTECOL,1990,86,1,282,Brij,,Gopal,Brij Gopal,Editor,SE,,Jawaharial Nehru University,School of Enviromental Sciences,New Delhi,,India,IND
PLANTECOL,1990,86,1,2720,Otto,,Hegg,Otto Hegg,Editor,SE,,Systematisches Geobotanisches Institut und Botanischer Garten,Botanisches Institut,Alterbergrain,,Switzerland,CHE
PLANTECOL,1990,86,1,2033,Konstantin,O,Korotkov,Konstantin O Korotkov,Editor,SE,,Institute of Animal Evolutionary Morphology and Ecology,Sukatchev Laboratory of General Ecology and Biogeocoenology,Moscow,,USSR,RUS
PLANTECOL,1990,86,1,127,Anslem,,Kratochwil,Anslem Kratochwil,Editor,SE,,Albert-Ludwigs-Universit_t Freiburg,Institut fôr Biologie (II),Schanzlestrasse,,Germany,DEU
PLANTECOL,1990,86,1,1328,Helmut,,Lieth,Helmut Lieth,EIC,EIC,,Universitat Osnabruck,FB Biologie/Chemie/Äkologie,Barbarastrasse,,Germany,DEU
PLANTECOL,1990,86,1,139,Ariel,E,Lugo,Ariel E Lugo,Editor,SE,,Center for Energy & Environmental Research,Tropical and World Carbon Budget Division,San Juan,,Puerto Rico,PRI
PLANTECOL,1990,86,1,2200,Leonid,I,Malyshev,Leonid I Malyshev,Editor,SE,,Siberian Central Botanical Garden,,Novosibirsk,,USSR,RUS
PLANTECOL,1990,86,1,1758,Jean-Claude,,Menaut,Jean-Claude Menaut,Editor,SE,,Ecole Normale Superieure,Laboratorie d'Ecologie,Paris,,France,FRA
PLANTECOL,1990,86,1,153,Atsushi,,Miyawaki,Atsushi Miyawaki,Associate.Editor,AE,,Yokohama National University,"Department of Vegetation Science, Institute of Environmental Science & Technology",Yokohama,,Japan,JPN
PLANTECOL,1990,86,1,2882,Pier,L,Nimis,Pier L Nimis,Editor,SE,,University of Trieste,"Dipartimento di Biologia, Sezione di Geobotanica et Ecologia",Trieste,,Italy,ITA
PLANTECOL,1990,86,1,1849,Jelte,,Rozema,Jelte Rozema,Editor,SE,,Vrije Universiteit,Faculteit Biologie,Amsterdam,,The Netherlands,NLD
PLANTECOL,1990,86,1,2545,Michael,C,Rutherford,Michael C Rutherford,Editor,SE,,National Botanical Institute,,Cape Town,,South Africa,ZAF
PLANTECOL,1990,86,1,2737,Osvaldo,E,Sala,Osvaldo E Sala,Editor,SE,,University of Buenos Aires,Departamento de Ecologêa,Buenos Aires,,Argentina,ARG
PLANTECOL,1990,86,1,3702,Vadim,N,Tikhomirov,Vadim N Tikhomirov,Editor,SE,,Moscow State University,"Higher Plants Department, Botanical Garden",Moscow,,USSR,RUS
PLANTECOL,1990,86,1,221,Arnold,Green,VanDerValk,Arnold Green VanDerValk,Editor,SE,,Iowa State University,Ecology and Evolutionary Biology Department of Botany,Armes,Iowa,United States,USA
PLANTECOL,1990,86,1,899,Dale,H,Vitt,Dale H Vitt,Editor,SE,,University of Alberta,Department of Botany,Edmonton,Alberta,Canada,CAN
PLANTECOL,1990,86,1,2597,Mohan,K,Wali,Mohan K Wali,Editor,SE,,Ohio State University,School of Natural Resources,Columbus,Ohio,United States,USA
PLANTECOL,1990,86,1,2604,Marinus,JA,Werger,Marinus JA Werger,Associate.Editor,AE,,University of Utrecht,Department of Plant Ecology and Vegetation Science,Utrecht,,Netherlands,NLD
PLANTECOL,1990,86,1,2705,Neil,J,West,Neil J West,Editor,SE,,Utah State University,"College of Natural Resources, Department of Rance Science",Logan,Utah,United States,USA
PLANTECOL,1990,86,1,2116,Kyoji,,Yoda,Kyoji Yoda,Editor,SE,,Osaka City University,"Deparment of Biology, Faculty of  Science",Osaka,,Japan,JPN
PLANTECOL,1990,86,1,2118,Kazimierz,,Zarzycki,Kazimierz Zarzycki,Editor,SE,,Polish Academy of Sciences,W. Szafer Institute of Botany,Krakau,,Poland,POL
PLANTECOL,1991,91,NA,937,Elgene,O,Box,Elgene O Box,Editor,SE,,"University of Georgia, Athens",,,,United States,USA
PLANTECOL,1991,91,NA,1534,John,WH,Dacey,John WH Dacey,Editor,SE,,Woods Hole Oceanographic Institution,,Woods Hole,Massachusetts,United States,USA
PLANTECOL,1991,91,NA,1542,James,K,Detling,James K Detling,Editor,SE,Colorado State University,,,,,United States,USA
PLANTECOL,1991,91,NA,263,Bert,Green,Drake,Bert Green Drake,Editor,SE,,Smithsonian Environmental Research Center,,Edgewater,Maryland,United States,USA
PLANTECOL,1991,91,NA,2006,Kazue,,Fujiwara,Kazue Fujiwara,Editor,SE,,,,,,Japan,JPN
PLANTECOL,1991,91,NA,1593,Jean-Marie,,Gehu,Jean-Marie Gehu,Editor,SE,,St. de Pytosociologie Fondamental,,Hendries,,France,FRA
PLANTECOL,1991,91,NA,705,David,C,Glenn-Lewin,David C Glenn-Lewin,Associate.Editor,AE,Iowa State University,,,,,United States,USA
PLANTECOL,1991,91,NA,282,Brij,,Gopal,Brij Gopal,Editor,SE,,,,,,India,IND
PLANTECOL,1991,91,NA,2720,Otto,,Hegg,Otto Hegg,Editor,SE,,,,,,Switzerland,CHE
PLANTECOL,1991,91,NA,100,Ann,,Henderson-Sellers,Ann Henderson-Sellers,Guest.Editor,SPECIAL,,,,,,Australia,AUS
PLANTECOL,1991,91,NA,3108,Robert,L,Jefferies,Robert L Jefferies,Editor,SE,,University of Toronto,Department of Botany,Toronto,,Canada,CAN
PLANTECOL,1991,91,NA,2033,Konstantin,O,Korotkov,Konstantin O Korotkov,Editor,SE,Institute of Animal Evolutionary Morphology and Ecology,,,,,USSR,RUS
PLANTECOL,1991,91,NA,127,Anslem,,Kratochwil,Anslem Kratochwil,Editor,SE,,,,,,Germany,DEU
PLANTECOL,1991,91,NA,3762,William,K,Lauenroth,William K Lauenroth,Editor,SE,,Colorado State University,Range Science,Fort Collins,Colorado,United States,USA
PLANTECOL,1991,91,NA,1328,Helmut,,Lieth,Helmut Lieth,EIC,EIC,,,,,,Germany,DEU
PLANTECOL,1991,91,NA,139,Ariel,E,Lugo,Ariel E Lugo,Editor,SE,USDA Forest Service,,,,,Puerto Rico,PRI
PLANTECOL,1991,91,NA,2200,Leonid,I,Malyshev,Leonid I Malyshev,Editor,SE,Siberian Central Botanical Garden,,,,,USSR,RUS
PLANTECOL,1991,91,NA,1758,Jean-Claude,,Menaut,Jean-Claude Menaut,Editor,SE,,,,,,France,FRA
PLANTECOL,1991,91,NA,153,Atsushi,,Miyawaki,Atsushi Miyawaki,Associate.Editor,AE,,,,,,Japan,JPN
PLANTECOL,1991,91,NA,2882,Pier,L,Nimis,Pier L Nimis,Editor,SE,University of Trieste,,,,,Italy,ITA
PLANTECOL,1991,91,NA,1115,Franco,,Pedrotti,Franco Pedrotti,Editor,SE,,Universita Camerino,,Camerino,,Italy,ITA
PLANTECOL,1991,91,NA,167,Andrew,J,Pitman,Andrew J Pitman,Guest.Editor,SPECIAL,Macquarie University,,,,,Australia,AUS
PLANTECOL,1991,91,NA,1849,Jelte,,Rozema,Jelte Rozema,Editor,SE,,,,,,The Netherlands,NLD
PLANTECOL,1991,91,NA,2545,Michael,C,Rutherford,Michael C Rutherford,Editor,SE,National Botanical Institute,,,,,South Africa,ZAF
PLANTECOL,1991,91,NA,2737,Osvaldo,E,Sala,Osvaldo E Sala,Editor,SE,University of Buenos Aires,,,,,Argentina,ARG
PLANTECOL,1991,91,NA,3702,Vadim,N,Tikhomirov,Vadim N Tikhomirov,Editor,SE,Moscow State University,,,,,USSR,RUS
PLANTECOL,1991,91,NA,1921,Jelte,,VanAndel,Jelte VanAndel,Editor,SE,,University of Groningen,Laboratory Plant Ecology Biol. Ctr.,Haren,,The Netherlands,NLD
PLANTECOL,1991,91,NA,221,Arnold,Green,VanDerValk,Arnold Green VanDerValk,Editor,SE,,,,,,United States,USA
PLANTECOL,1991,91,NA,899,Dale,H,Vitt,Dale H Vitt,Editor,SE,University of Alberta,,,,,Canada,CAN
PLANTECOL,1991,91,NA,2597,Mohan,K,Wali,Mohan K Wali,Editor,SE,Ohio State University,,,,,United States,USA
PLANTECOL,1991,91,NA,2604,Marinus,JA,Werger,Marinus JA Werger,Associate.Editor,AE,,,,,,Netherlands,NLD
PLANTECOL,1991,91,NA,2705,Neil,J,West,Neil J West,Editor,SE,,,,,,United States,USA
PLANTECOL,1991,91,NA,2116,Kyoji,,Yoda,Kyoji Yoda,Editor,SE,,,,,,Japan,JPN
PLANTECOL,1991,91,NA,2118,Kazimierz,,Zarzycki,Kazimierz Zarzycki,Editor,SE,,,,,,Poland,POL
PLANTECOL,1992,98,1,937,Elgene,O,Box,Elgene O Box,Editor,SE,"University of Georgia, Athens",,,,,United States,USA
PLANTECOL,1992,98,1,1534,John,WH,Dacey,John WH Dacey,Editor,SE,Woods Hole Oceanographic Institution,,,,,United States,USA
PLANTECOL,1992,98,1,1542,James,K,Detling,James K Detling,Editor,SE,Colorado State University,,,,,United States,USA
PLANTECOL,1992,98,1,263,Bert,Green,Drake,Bert Green Drake,Editor,SE,,,,,,United States,USA
PLANTECOL,1992,98,1,2006,Kazue,,Fujiwara,Kazue Fujiwara,Editor,SE,,,,,,Japan,JPN
PLANTECOL,1992,98,1,1593,Jean-Marie,,Gehu,Jean-Marie Gehu,Editor,SE,,,,,,France,FRA
PLANTECOL,1992,98,1,705,David,C,Glenn-Lewin,David C Glenn-Lewin,Associate.Editor,AE,Iowa State University,,,,,United States,USA
PLANTECOL,1992,98,1,282,Brij,,Gopal,Brij Gopal,Editor,SE,,,,,,India,IND
PLANTECOL,1992,98,1,2720,Otto,,Hegg,Otto Hegg,Editor,SE,,,,,,Switzerland,CHE
PLANTECOL,1992,98,1,3108,Robert,L,Jefferies,Robert L Jefferies,Editor,SE,University of Toronto,,,,,Canada,CAN
PLANTECOL,1992,98,1,2033,Konstantin,O,Korotkov,Konstantin O Korotkov,Editor,SE,Institute of Animal Evolutionary Morphology and Ecology,,,,,USSR,RUS
PLANTECOL,1992,98,1,127,Anslem,,Kratochwil,Anslem Kratochwil,Editor,SE,,,,,,Germany,DEU
PLANTECOL,1992,98,1,3762,William,K,Lauenroth,William K Lauenroth,Editor,SE,Colorado State University,,,,,United States,USA
PLANTECOL,1992,98,1,1328,Helmut,,Lieth,Helmut Lieth,EIC,EIC,,,,,,Germany,DEU
PLANTECOL,1992,98,1,139,Ariel,E,Lugo,Ariel E Lugo,Editor,SE,USDA Forest Service,,,,,Puerto Rico,PRI
PLANTECOL,1992,98,1,2200,Leonid,I,Malyshev,Leonid I Malyshev,Editor,SE,Siberian Central Botanical Garden,,,,,USSR,RUS
PLANTECOL,1992,98,1,1758,Jean-Claude,,Menaut,Jean-Claude Menaut,Editor,SE,,,,,,France,FRA
PLANTECOL,1992,98,1,153,Atsushi,,Miyawaki,Atsushi Miyawaki,Associate.Editor,AE,,,,,,Japan,JPN
PLANTECOL,1992,98,1,2882,Pier,L,Nimis,Pier L Nimis,Editor,SE,University of Trieste,,,,,Italy,ITA
PLANTECOL,1992,98,1,1115,Franco,,Pedrotti,Franco Pedrotti,Editor,SE,,,,,,Italy,ITA
PLANTECOL,1992,98,1,1849,Jelte,,Rozema,Jelte Rozema,Editor,SE,,,,,,The Netherlands,NLD
PLANTECOL,1992,98,1,2545,Michael,C,Rutherford,Michael C Rutherford,Editor,SE,National Botanical Institute,,,,,South Africa,ZAF
PLANTECOL,1992,98,1,2737,Osvaldo,E,Sala,Osvaldo E Sala,Editor,SE,University of Buenos Aires,,,,,Argentina,ARG
PLANTECOL,1992,98,1,3702,Vadim,N,Tikhomirov,Vadim N Tikhomirov,Editor,SE,Moscow State University,,,,,USSR,RUS
PLANTECOL,1992,98,1,1921,Jelte,,VanAndel,Jelte VanAndel,Editor,SE,,,,,,The Netherlands,NLD
PLANTECOL,1992,98,1,221,Arnold,Green,VanDerValk,Arnold Green VanDerValk,Editor,SE,,,,,,United States,USA
PLANTECOL,1992,98,1,899,Dale,H,Vitt,Dale H Vitt,Editor,SE,University of Alberta,,,,,Canada,CAN
PLANTECOL,1992,98,1,2597,Mohan,K,Wali,Mohan K Wali,Editor,SE,Ohio State University,,,,,United States,USA
PLANTECOL,1992,98,1,2604,Marinus,JA,Werger,Marinus JA Werger,Associate.Editor,AE,,,,,,Netherlands,NLD
PLANTECOL,1992,98,1,2705,Neil,J,West,Neil J West,Editor,SE,,,,,,United States,USA
PLANTECOL,1992,98,1,2116,Kyoji,,Yoda,Kyoji Yoda,Editor,SE,,,,,,Japan,JPN
PLANTECOL,1992,98,1,2118,Kazimierz,,Zarzycki,Kazimierz Zarzycki,Editor,SE,,,,,,Poland,POL
PLANTECOL,1993,NA,1,2325,Marion,L,Cambridge,Marion L Cambridge,Guest.Editor,SPECIAL,University of Western Australia,,,,,Australia,AUS
PLANTECOL,1993,NA,1,956,Evan,H,DeLucia,Evan H DeLucia,Editor,SE,,University of Illinois,University of Illinois,Urbana,Illinois,United States,USA
PLANTECOL,1993,NA,1,1542,James,K,Detling,James K Detling,Editor,SE,Colorado State University,,,,,United States,USA
PLANTECOL,1993,NA,1,705,David,C,Glenn-Lewin,David C Glenn-Lewin,Editor,SE,Iowa State University,,,,,United States,USA
PLANTECOL,1993,NA,1,282,Brij,,Gopal,Brij Gopal,Editor,SE,,,,,,India,IND
