journal,year,editor_id,first_name,middle_name,last_name,inst,unit,city,state,country,notes
AGRONOMY,1991,1869,John,NA,Sij,Texas A and M,Agriculture Research Center,Vernon,Texas,USA,
AGRONOMY,1994,1869,John,NA,Sij,Texas A and M,Agriculture Research Center,Vernon,Texas,USA,
AGRONOMY,1985,1893,John,F,Stone,Oklahoma State ,Agronomy,Stillwater,Oklahoma,USA,
AGRONOMY,1985,2167,L,A,Harper,UNKNOWN,UNKNOWN,Watkinsville,Georgia,USA,
AGRONOMY,1986,2167,L,A,Harper,,,Watkinsville,Georgia,USA,
AGRONOMY,1989,2167,Lowry,NA,Harper,,,Watkinsville,Georgia,USA,
AGRONOMY,1985,2414,M,L,Hooker,Kansas State,UNKNOWN,Garden City,Kansas,USA,
AGRONOMY,1986,2414,M,L,Hooker,Kansas State,UNKNOWN,Garden City,Kansas,USA,
AGRONOMY,2000,2485,Michael,NA,Mullen,N.C. State,Soil Science,Raleigh,North Carolina,USA,
AGRONOMY,2003,2893,Paul,NA,Peterson,U of Minnesota ,Plant agronomy and Genetics,Shoreview,Minnesota,USA,
AGRONOMY,1985,2920,P,N,Soltanpour,Colorado State,Crop and Soil Science,Larchmont,New York,USA,
AGRONOMY,2002,3003,Roland,NA,Buresh,UNKNOWN,UNKNOWN,Mankato,Minnesota,Philippines,
AGRONOMY,2008,3070,Ronald,NA,Gehl,UNKNOWN,UNKNOWN,Saint George,Kansas,USA,
AGRONOMY,1990,3407,Stephen,NA,Merrill,UNKNOWN,UNKNOWN,Minneapolis,Minnesota,USA,
AGRONOMY,2008,3434,Steven,NA,Petrie,UNKNOWN,UNKNOWN,Bremerton,Washington,USA,
AGRONOMY,2009,3434,Steven,NA,Petrie,UNKNOWN,UNKNOWN,Bremerton,Washington,USA,
AGRONOMY,2010,3434,Steven,NA,Petrie,UNKNOWN,UNKNOWN,Bremerton,Washington,USA,
AGRONOMY,2011,3434,Steven,NA,Petrie,UNKNOWN,UNKNOWN,Bremerton,Washington,USA,
AGRONOMY,1985,3620,T,R,Peck,University of Illinois ,Agronomy,Urbana,Illinois,USA,
AGRONOMY,1986,3620,T,R,Peck,University of Illinois ,Agronomy,Urbana,Illinois,USA,
AGRONOMY,1996,3664,Udai,NA,Bishnoi,Alabama A and M,Plant and Soil Science,Madison,Alabama,USA,
AGRONOMY,1999,3664,Udai,NA,Bishnoi,Alabama A and M,Plant and Soil Science,Madison,Alabama,USA,
AGRONOMY,2008,3677,Vijaykumar,NA,Bhosekar,U Guelph,Plant agronomy,Mississauga,ON,Canada,
AGRONOMY,2009,3677,Vijaykumar,NA,Bhosekar,U Guelph,Plant agronomy,Mississauga,ON,Canada,
AGRONOMY,2010,3677,Vijaykumar,NA,Bhosekar,U Guelph,Plant agronomy,Mississauga,ON,Canada,
AGRONOMY,2011,3677,Vijaykumar,NA,Bhosekar,U Guelph,Plant agronomy,Mississauga,ON,Canada,
AGRONOMY,2012,3679,Vince,NA,Davis,U Wisconsin,Agronomy,Brooklyn,Wisconsin,USA,Madison?
AGRONOMY,1992,3745,William,NA,Hallmark,LSU,Agriculture Center,Jeanerette,Louisiana,USA,
AGRONOMY,1995,3745,William,NA,Hallmark,LSU,Agriculture Center,Jeanerette,Louisiana,USA,
AGRONOMY,1985,3759,W,R,Kneebone,University of Arizona,College of Agriculture,Tucson,Arizona,USA,
AGRONOMY,1986,3759,W,R,Kneebone,University of Arizona,College of Agriculture,Tucson,Arizona,USA,
AGRONOMY,1999,3767,William,NA,Luellen,UNKNOWN,UNKNOWN,Madison,Wisconsin,USA,
AGRONOMY,2014,3899,Jack ,NA,Martin,Montana State,Plant Science and Pathology,Bozeman,Montana,USA,
AREES,1985,358,Beryl,B,Simpson,U Texas Austin,Botany,Austin,Texas,USA,
AREES,1986,358,Beryl,B,Simpson,U Texas Austin,Botany ,Austin,Texas,USA,
AREES,1987,358,Beryl,B,Simpson,U Texas Austin,Botany,Austin,Texas,USA,
AREES,1988,358,Beryl,B,Simpson,U Texas Austin,Botany ,Austin,Texas,USA,
AREES,2002,476,C,Drew,Harvell,Cornell ,Ecology and Evolutionary Biology,Ithaca,New York,USA,
AREES,2003,476,C,Drew,Harvell,Cornell ,Ecology and Evolutionary Biology,Ithaca,New York,USA,
AREES,2004,476,C,Drew,Harvell,Cornell,Ecology and Evolutionary Biology,Ithaca,New York,USA,
AREES,1994,681,Douglas,H,Erwin,National Museum of Natural History,Paleobiology,Washington,D.C.,USA,
AREES,1995,681,Douglas,H,Erwin,National Museum of Natural History,Paleobiology,Washington,D.C.,USA,
AREES,1996,681,Douglas,H,Erwin,National Museum of Natural History,Paleobiology,Washington,D.C.,USA,
AREES,1997,681,Douglas,H,Erwin,National Museum of Natural History,Paleobiology,Washington,D.C.,USA,
AREES,1998,681,Douglas,H,Erwin,National Museum of Natural History,Paleobiology,Washington,D.C.,USA,
AREES,1987,697,Douglas,J,Futuyma,Suny Stonybrook,Ecology and Evolution,Stonybrook,New York,USA,
AREES,1988,697,Douglas,J,Futuyma,Suny Stonybrook,Ecology and Evolution,Stonybrook,New York,USA,
AREES,1989,697,Douglas,J,Futuyma,Suny Stonybrook,Ecology and Evolution,Stonybrook,New York,USA,
AREES,1990,697,Douglas,J,Futuyma,Suny Stonybrook,Ecology and Evolution,Stonybrook,New York,USA,
AREES,1991,697,Douglas,J,Futuyma,Suny Stonybrook,Ecology and Evolution,Stonybrook,New York,USA,
AREES,1989,734,David,NA,Jablonski,U Chicago ,Geophysical Sciences,Chicago ,Illinois,USA,
AREES,1990,734,David,NA,Jablonski,U Chicago ,Geophysical Sciences,Chicago ,Illinois,USA,
AREES,1991,734,David,NA,Jablonski,U Chicago ,Geophysical Sciences,Chicago ,Illinois,USA,
AREES,1992,734,David,NA,Jablonski,U Chicago ,Geophysical Sciences,Chicago ,Illinois,USA,
AREES,1993,734,David,NA,Jablonski,U Chicago ,Geophysical Sciences,Chicago ,Illinois,USA,
AREES,1985,833,David,M,Raup,U Chicago ,Geophysical Sciences,Chicago ,Illinois,USA,
AREES,1986,833,David,M,Raup,U Chicago ,Geophysical Sciences,Chicago ,Illinois,USA,
AREES,1987,833,David,M,Raup,U Chicago ,Geophysical Sciences,Chicago ,Illinois,USA,
AREES,1988,833,David,M,Raup,U Chicago ,Geophysical Sciences,Chicago ,Illinois,USA,
AREES,2002,858,Douglas,W,Schemske,Michigan State,Botany and Plant Pathology ,East Lansing,Michigan,USA,
AREES,2003,858,Douglas,W,Schemske,Michigan State,Botany and Plant Pathology ,East Lansing,Michigan,USA,
AREES,2004,858,Douglas,W,Schemske,Michigan State,Botany and Plant Pathology ,East Lansing,Michigan,USA,
AREES,1986,1085,Frances,C,James,FSU,Biological Science,Tallahassee,Florida,USA,
AREES,1987,1085,Frances,C,James,FSU,Biological Science,Tallahassee,Florida,USA,
AREES,1988,1085,Frances,C,James,FSU,Biological Science,Tallahassee,Florida,USA,
AREES,1989,1085,Frances,C,James,FSU,Biological Science,Tallahassee,Florida,USA,
AREES,1990,1085,Frances,C,James,FSU,Biological Science,Tallahassee,Florida,USA,
AREES,1996,1360,H,Bradley,Shaffer,UC Davis,Evolution and Ecology,Davis,California,USA,
AREES,1997,1360,H,Bradley,Shaffer,UC Davis,Evolution and Ecology,Davis,California,USA,
AREES,1998,1360,H,Bradley,Shaffer,UC Davis,Evolution and Ecology,Davis,California,USA,
AREES,1999,1360,H,Bradley,Shaffer,UC Davis,Evolution and Ecology,Davis,California,USA,
AREES,2000,1360,H,Bradley,Shaffer,UC Davis,Evolution and Ecology,Davis,California,USA,
AREES,1985,1361,Herman,H,Shugart,UVA,Environmental Science,Charlottesville,Virginia,USA,
AREES,1986,1361,Herman,H,Shugart,UVA,Environmental Science,Charlottesville,Virginia,USA,
AREES,1987,1361,Herman,H,Shugart,UVA,Environmental Science,Charlottesville,Virginia,USA,
AREES,1992,1444,John,C,Avise,UGA,Genetics,Athens,Georgia,USA,
AREES,1993,1444,John,C,Avise,UGA,Genetics,Athens,Georgia,USA,
AREES,1994,1444,John,C,Avise,UGA,Genetics,Athens,Georgia,USA,
AREES,1995,1444,John,C,Avise,UGA,Genetics,Athens,Georgia,USA,
AREES,1996,1444,John,C,Avise,UGA,Genetics,Athens ,Georgia ,USA,
AREES,1999,1512,James,S,Clark,Duke ,Botany ,Durham,North Carolina,USA,
AREES,2000,1512,James,S,Clark,Duke ,Botany ,Durham,North Carolina,USA,
AREES,2001,1512,James,S,Clark,Duke ,Botany ,Durham,North Carolina,USA,
AREES,2002,1512,James,S,Clark,Duke ,Botany,Durham,North Carolina,USA,
AREES,2003,1512,James,S,Clark,Duke ,Botany,Durham,North Carolina,USA,
AREES,1985,1570,Joseph,NA,Felsenstein,U Washington,Genetics,Seattle,Washington,USA,
AREES,1986,1570,Joseph,NA,Felsenstein,U Washington,Genetics,Seattle,Washington,USA,
AREES,1989,1620,James,L,Hamrick,UGA,Botany ,Athens,Georgia,USA,
AREES,1990,1620,James,L,Hamrick,UGA,Botany,Athens,Georgia,USA,
AREES,1991,1620,James,L,Hamrick,UGA,Botany,Athens,Georgia,USA,
AREES,1992,1620,James,L,Hamrick,UGA,Botany ,Athens,Georgia,USA,
AREES,1993,1620,James,L,Hamrick,UGA,Botany ,Athens,Georgia,USA,
AREES,1995,1764,Judy,L,Meyer,UGA,Institute for Ecology,Athens ,Georgia,USA,
AREES,1996,1764,Judy,L,Meyer,UGA,Institute for Ecology,Athens ,Georgia ,USA,
AREES,1997,1764,Judy,L,Meyer,UGA,Institute for Ecology,Athens ,Georgia ,USA,
AREES,1998,1764,Judy,L,Meyer,UGA,Institute for Ecology,Athens ,Georgia ,USA,
AREES,1999,1764,Judy,L,Meyer,UGA,Institute for Ecology,Athens,Georgia,USA,
AREES,1991,1912,Joseph,NA,Travis,FSU ,Biological Science,Tallahassee,Florida,USA,
AREES,1992,1912,Joseph,NA,Travis,FSU ,Biological Science,Tallahassee,Florida,USA,
AREES,1993,1912,Joseph,NA,Travis,Suny Albany,Biological Sciences,Albany,New York,USA,
AREES,1994,1912,Joseph,NA,Travis,Suny Albany,Biological Science,Albany,New York,USA,
AREES,1995,1912,Joseph,NA,Travis,Suny Albany,Biological Science,Albany ,New York,USA,
AREES,2004,2171,Lars,O,Hedin,Princeton,Ecology and Evolutionary Biology,Princeton,New Jersey ,USA,
AREES,2004,2370,Michael,J,Foote,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
AREES,2002,2547,Michael,J,Ryan,University of Texas,Center for Integrative Biology,Austin,Texas,USA,
AREES,2003,2547,Michael,J,Ryan,University of Texas,Center for Integrative Biology,Austin ,Texas,USA,
AREES,2004,2547,Michael,J,Ryan,University of Texas,Center for Integrative Biology,Austin,Texas,USA,
AREES,1988,2946,Peter,M,Vitousek,Stanford,Biological Sciences,Stanford,California,USA,
AREES,1989,2946,Peter,M,Vitousek,Stanford,Biological Science,Stanford,California,USA,
AREES,1990,2946,Peter,M,Vitousek,Stanford,Biological Science,Stanford,California,USA,
AREES,1991,2946,Peter,M,Vitousek,Stanford,Biological Science,Stanford,California,USA,
AREES,1992,2946,Peter,M,Vitousek,Stanford,Biological Science,Stanford,California,USA,
AREES,1985,2952,Patricia,A,Werner,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
AREES,1997,3084,Richard,G,Harrison,Cornell,Ecology and Systematics,Ithaca,New York,USA,
AREES,1998,3084,Richard,G,Harrison,Cornell,Ecology and Systematics,Ithaca,New York,USA,
AREES,1999,3084,Richard,G,Harrison,Cornell,Ecology and Systematics,Ithaca,New York,USA,
AREES,2000,3084,Richard,G,Harrison,Cornell,Ecology and Systematics,Ithaca,New York,USA,
AREES,2001,3084,Richard,G,Harrison,Cornell,Ecology and Systematics,Ithaca,New York,USA,
AREES,1993,3293,Stephen,R,Carpenter,U Wisconsin Madison,Center for Liminology,Madison,Wisconsin,USA,
AREES,1994,3293,Stephen,R,Carpenter,U Wisconsin Madison,Center for Liminology,Madison,Wisconsin,USA,
AREES,1999,3505,Scott,NA,Wing,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
AREES,2000,3505,Scott,NA,Wing,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
AREES,2001,3505,Scott,NA,Wing,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
AREES,2002,3505,Scott,NA,Wing,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
AREES,2003,3505,Scott,NA,Wing,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
AREES,2000,3794,William,H,Schlesinger,Duke ,Environmental and Earth Sciences,Durham,North Carolina,USA,
EVOL,2015,7,Amy,NA,Angert,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Canada,
EVOL,2015,33,Andrea,NA,Case,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,39,Adam,NA,Chippindale,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Canada,
EVOL,2015,52,Antony,NA,Dean,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,67,Alistair,NA,Evans,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Australia,
EVOL,2015,131,Anna-Liisa,NA,Laine,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Finland,
EVOL,2015,143,Alexei,NA,Maklakov,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Sweden,
EVOL,2015,147,Andrew,Green,Mcadam,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Canada,
EVOL,2015,161,Arcadi,NA,Navarro,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Spain,
EVOL,2015,210,Andrea,NA,Sweigart,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,591,Christopher,NA,Wheat,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Sweden,
EVOL,2015,606,Dean,NA,Adams,Iowa State,Ecology and Evolutionary Biology,Ames,Iowa,USA,
EVOL,2015,682,Daphne,NA,Fairbairn,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,845,Dan,NA,Robosky,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,847,Derek,NA,Roff,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,850,Denis,NA,Roze,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,France,
EVOL,2015,851,Daniel,NA,Rozen,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Netherlands,
EVOL,2015,988,Eva,NA,Kisdi,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Finland,
EVOL,2015,1060,Frank,NA,Burbrink,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,1396,Ian,NA,Dworkin,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,1518,Jeffrey,NA,Conner,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,1562,Jan,NA,Engelstadter,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Australia,
EVOL,2015,1565,Julie,NA,Etterson,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,1601,Jeff,NA,Good,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,1615,Jarrod,NA,Hadfield,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,1647,John,NA,Hunt,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,United Kingdom,
EVOL,2015,1745,Joanna,NA,Masel,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,1908,Joe,NA,Tobias,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,United Kingdom,
EVOL,2015,2139,Lynda,NA,Delph,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,2146,Lila,NA,Fishman,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,2180,Linley,NA,Jesson,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Canada,
EVOL,2015,2268,Michael,NA,Alfaro,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,2339,Melania,NA,Cristescu,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Canada,
EVOL,2015,2372,Matt,NA,Forister,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,2379,Matt,NA,Friedman,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,United Kingdom,
EVOL,2015,2393,Matthew,NA,Hahn,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,2488,Maurine,NA,Neiman,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,2559,Maria,NA,Servedio,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,2603,Mark,NA,Webster,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,2701,Nicole,NA,Valenzuela,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,2755,Peter,NA,Andolfatto,Princeton,Ecology and Evolutionary Biology,Princeton,New Jersey ,USA,
EVOL,2015,2974,Riccardo,NA,Azevedo,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,2998,Robb,NA,Brumfield,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,3071,Richard,NA,Gomulkiewicz,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,3202,Rosemary,NA,Redfield,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Canada,
EVOL,2015,3218,Ruth,Green,Shaw,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,3318,Suzanne,NA,Edmands,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,3338,Sylvain,NA,Glemin,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,France,
EVOL,2015,3576,Tadeusz,NA,Kawecki,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Switzerland,
EVOL,2015,3712,Wolf,NA,Blanckenhorn,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Switzerland,
EVOL,2015,3793,Walter,NA,Salzburger,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Switzerland,
EVOL,2015,3868,David,NA,Hall,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,USA,
EVOL,2015,3870,Dustin,NA,Marshall,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Australia,
